song,alternative rock,country,folk,hard rock,heavy metal,hip hop,jazz,pop,progressive rock,rock,soul
Stealing moment Time rocks chair like shiny dime But show show Wearing name number two When minutes But everybody knows everybody knows Watching hour light eyes waits soul come sky But lost lost Turning Wheel destiny round When motion stops sound Does anybody care anybody care Wheres man wheres child Wrapped together side side Who tell When Time come See truth hear lies Can compromise And tell knew When Time come feeling deja When points finger calling illusion Just illusion Picking seconds fall feet blows away rocks seat Cool smile smile Wheres man wheres child Wrapped together side side Who tell When Time come See truth hear lies Can compromise And tell knew When Time come,0,0,0,0,0,0,0,0,1,0,0
say welcome mission Show need man vision put trust And hope sincerely That youll best sure wont easy And risk lives Some try break And cut size But jsut remember There consolation prize Not eyes Its long way cant wait one day need someone light way may run time Can hear say Because heaven far away Although time getting short Theres still sand left glass And living breathing Rocket man last Its time take step And nail colours mast talk great adventures When movement need must intention That never loose lead count zero And lets get speed Were away Its long way cant wait one day need someone light way may run time believe say Because heaven far away And cry justice justice done But eye sky Was flying close sun The challenger fallen And race run Vocals christopher cross Guitars ian bairnson Drums stuart elliott Bass john giblin Keyboards gary sanctuary,0,0,0,0,0,0,0,0,1,0,0
Maybe imagining things say Maybe really nothing Standing middle rumours fly around Hiding shadow empty wall When back turned hes something else And must stop believing dreaming nightmare And never end Somebody says hes Somebody talks like calls number And cant get somebody Wish could run away leave behind Wish wasnt hurt things say didnt need know simple truth Wouldnt easier walk away And dont need confusion life pain disillusion life dreaming nightmare And never end Somebody using name Somebody get blame Theres doubt suspicion Its hard explain somebody And dont need confusion life pain disillusion life dreaming nightmare And never end Somebody stolen base Somebody parked space Youve reservation hes taken place Somebody wasting time Somebody using dime Your friends think youre crazy Theyre way line Somebody says hes Somebody thinks like You stare mirror Youre looking Somebody,0,0,0,0,0,0,0,0,1,0,0
Stuart Elliot vocal Ask question theres multiple choice Youve one shot get right says distance voice Dont get head spin could see mess youre The enemy closing see white eye Hes taking prey sight matter time May games begin best man win could see mess youre pride wont let fool wont let show Free could see could see And heavens opened walls come tumbling You know place And youve enough fighting And every mean trick sun But still fear worst yet come Take money run Count bottles one one fall ground Search mind heart soul answer found But watch step ice thin could see mess youre The man black looks insignificant one true deal almost done matters youre lost could see mess youre pride wont let fool wont let show Free could see could see And heavens opened walls come tumbling You know place And youve enough fighting And every mean trick sun But still fear worst yet come Take money run,0,0,0,0,0,0,0,0,1,0,0
last breath four winds blow Ill revenge upon Fortunato Smile face Ill say come let Ive cask Amontillado Sheltered inside cold snow Follow vault Drinking wine laugh time Which passing incredibly slow Part dies passing day Youll feel life slipping away You rich whose troubles May come around see point view What price Crown King throne When youre chained dark alone Part dies brick lay Youll feel mind slipping away,0,0,0,0,0,0,0,0,1,0,0
And could easily fall grace Then another would take place For chance behold face days life grains sand fall open hand call winds command Many words spoken theres nothing say The fall upon ears dont know way read lines lead lines lead All ask show follow Ill obey Teach reach cant find way Let see light let light sun turns slowly around sky Till shadow night high The eagle learn fly days life grains sand fall open hand And vanish upon land Many words spoken theres nothing say The fall upon ears dont know way read lines lead lines lead Show follow Ill obey Teach reach cant find way Let see light let light And warning last goodbye dawn morning sky The eagle rise,0,0,0,0,0,0,0,0,1,0,0
Prelude Shadows shadows passing always absorbed delicate thought poetry indefinite sensations end music inessential Since comprehension sweet sound indefinite conception music combined pleasurable idea poetry Music without idea simply music Without music intriguing idea colour becomes pallor man becomes carcase home becomes catacomb dead moment motionless Arrival Intermezzo Pavane Fall,0,0,0,0,0,0,0,0,1,0,0
The clock struck midnight And sleeping heard tapping door looked nothing lay darkness And turned inside amazement There stood raven Whose shadow hung door Then silence spoke one word That shall hear forever Nevermore Thus quoth raven nevermore And still raven remains room matter much implore words soothe prayer remove And must hear evermore Quoth raven nevermore Thus quoth raven Nevermore,0,0,0,0,0,0,0,0,1,0,0
Lead vocal john miles One compromise wont making One easy way wont taking many chances dont come twice many eyes made ice One cheating hand wont shaking One substitute wont trying One piece rock buying many times stand fight many reasons cant right One simple truth denying Too many lonely hearts real world Too many lonely nights real world Too many fools dont think twice Too many ways pay price Dont wanna live life real world One sacrifice wont making One golden rule wont breaking one let state case one tell face One sweet suprise wont faking Too many lonely hearts real world Too many lonely nights real world Too many bridges burn Too many tables cant turn Dont wanna live life real world Too many lonely hearts real world Too many lonely nights real world Too many games cant play Too many windmills way Dont wanna live real world,0,0,0,0,0,0,0,0,1,0,0
Lead vocal eric stewart Round finger Token love give one another Music future well discover Promises keep Symbolising share The ring magic The ring power Like candle dark everyone see The ring madness The ring fire And burns brightness sun circle Living world perpetual motion Turning tide restless ocean Spinning wheel emotion Ridin wild carrousel Youll turning round round Round round Promises promises promises promises Round finger After years weve together Walking sun stormy weather Sharing moment last forever Memories dreams without end The ring magic The ring power And finds darkness night The ring madness The ring fire And guides youre blinded light The ring magic The ring power Like candle dark see The ring madness The ring fire And burns brightness sun The ring magic magic fire fire The ring mine,0,0,0,0,0,0,0,0,1,0,0
Tell Now light life gone always night never ending Tell All hopes dreams went wrong Theres smile face But pretending Taking life One day time Cause cant think else Taking time make mind When theres one ask The old sun would shine morning The bright eyes would welcome home And moon would rise way head And get night alone And old sun shine morning The bright stars welcome home And clouds rise way head Ill get night Tell Now theres nobody watching seem calm Well illusion Tell When fear night comes Theres smile face Just hide confusion Taking life One day time Cause cant think else Taking time make mind When theres one ask The old sun would shine morning The bright eyes would welcome home And moon would rise way head And get night alone And old sun shine morning The bright stars welcome home And clouds rise way head Ill get night,0,0,0,0,0,0,0,0,1,0,0
Just need make feel better Just need make feel Just need make feel better Just need make feel far end tether And thoughts wont fit together sleep light whatever And night goes forever The mind change like weather Your need Doctor Tarr Professor Fether Even clouds seem bright breezy Cause livin free easy See rat race new way Like youre walkin new day Its wise thing youre clever Take lead Doctor Tarr Professor Fether Find end rainbow Fly wherever winds blow Laugh life like sideshow Just need make feel better Satisfaction altogether Guaranteed Doctor Tarr Professor Fether Find end rainbow Fly wherever winds blow Laugh life like slideshow Just need make feel better Dont stop bringin girls round Dont start havin showdown Keep handin jug round All need wine good company,0,0,0,0,0,0,0,0,1,0,0
You seen Lying alone helpless silence night You seen You would seen eye reflecting light old man Ashes ashes earth earth dust dust one see one guilt share secret soul trust Louder louder Till could tell sound within ears You seen You would seen eyes grow white cold fear Heard things Heaven Earth Ive seen many things Hell But vultures eye cold pale blue eye Devil Take away But let silence drown beating heart,0,0,0,0,0,0,0,0,1,0,0
The Turn Friendly Card There unsmiling faces bright plastic chains And wheel perpetual motion And follow races pay gains With show outward emotion And think make lives easier For God knows till hard But game never ends whole world depends turn friendly card game never ends whole world depends turn friendly card Theres sign desert lies west Where cant tell night sunrise And alls kings horse kings men Have prevented fall unwise For think make lives easier And God knows hard But game never ends whole world depends turn friendly card game never ends whole world depends turn friendly card But pilgrim must follow search shrine enters inside cathedral,0,0,0,0,0,0,0,0,1,0,0
There unsmiling faces bright plastic chainsAnd wheel perpetual motionAnd follow races pay gainsWith show outward emotion And think make lives easierFor God knows till hardBut game never ends whole world dependsOn turn friendly cardNo game never ends whole world dependsOn turn friendly card Theres sign desert lies westWhere cant tell night sunriseAnd alls kings horse kings menHave prevented fall unwise For think make lives easierAnd God knows till hardBut game never ends whole world dependsOn turn friendly cardNo game never ends whole world dependsOn turn friendly card But pilgrim must follow search shrineAs enters inside cathedral,0,0,0,0,0,0,0,0,1,0,0
There unsmiling faces bright plastic chains And wheel perpetual motion And follow races pay gains With show outward emotion And think make lives easier For god knows till hard But game never ends whole world depends turn friendly card game never ends whole world depends turn friendly card Theres sign desert lies west Where cant tell night sunrise And alls kings horse kings men Have prevented fall unwise For think make lives easier And god knows hard But game never ends whole world depends turn friendly card game never ends whole world depends turn friendly card But pilgrim must follow search shrine enters inside cathedral,0,0,0,0,0,0,0,0,1,0,0
Its almost feeling touch air You look around nobodys Its long time since youve aware That somebodys watching Hes gonna get Sooner later big chances come Youll look catches therell none Remember grab money run That someone watching Hes gonna get Before run hide Hes gonna get You got choice Cause cant escape voice Jumping shadows come behind Youre scared darkness thats mind Youre frightened move might find Someone watching Hes gonna get Before run hide Hes gonna get You got choice Cause cant escape voice,0,0,0,0,0,0,0,0,1,0,0
anthem human condition Lead vocal john miles What kind madness rule world today What earthly reason holding sway There heaven For may weep And may sleep While may rise And may fall one island one born alone man turn tide fortune Though may dare try Say grace God friend Say grace God And live lives fantasy And dream dreams hold key And follow like sheep thread path That leads thee seek soul keep one island one born alone man turn tide fortune Though may dare try Say grace God friend Say grace God,0,0,0,0,0,0,0,0,1,0,0
Time flowing like river Time beckoning Who knows shall meet ever But time Keeps flowing like river sea Goodbye love Maybe forever Goodbye love The tide waits Who knows shall meet ever But time Keeps flowing like river sea sea Till gone forever Gone forever Gone forevermore Goodbye friends Maybe forever Goodbye friends The stars wait Who knows shall meet ever But time Keeps flowing like river sea sea Till gone forever Gone forever Gone forevermore,0,0,0,0,0,0,0,0,1,0,0
Featuring The Crystal Method Music Written Alan Parsons Ken Jordan Scott Kirkland Lyrics Alan Parsons You drink wine You play fool You cross line You lose cool But one cares Still one cares You raise bar Lost trance One bridge far second chance But one cares Still one cares play game hold fight win stand alone You dream You cast dice Your shady scheme You paid price But one cares Still one cares play game With hearts stone You lose Youre turning tide streak light Arms open wide The ends sight And someone cares Yes someone cares play game hold fight win stand alone,0,0,0,0,0,0,0,0,1,0,0
For part never thought could set words even distinctness conceived There however class fancies exquisite delicacy Thoughts yet found absolutely impossible Adapt language These fancies arise soul alas rarely Only epochs intense tranquillity bodily mental Health perfection And weird points time Confines waking world blend world dreams And Captured fancy see seem dream within dream,0,0,0,0,0,0,0,0,1,0,0
sign light stand darkness Watching sun arise sign life gaze waters Into strangers eyes And criticize scorn things For shall seek shall find Ammonia Avenue call proof question answers Only doubt grow Are blind truth sign believe Only wise know And word word handed light shines today And came first scoff remained behind pray And came first scoff remained behind pray When cant hear rhyme cant see reason Why hope remain For man tired soul grow weary Living life vain And justify right Until seek find Ammonia Avenue Through doubt somehow knew And stone stone built high Until sun broke ray hope shining light Ammonia Avenue,0,0,0,0,0,0,0,0,1,0,0
Stand hand Bible Tell truth one Cause know feeling When youve got back wall God Tuesday tomorrow And Loved Ones gone blown Now youve got money feel back wall Well talk brothers dont give damn And look like youre gonna fall You call number feel back wall Some Trippers got right corner And feel youre gonna lose Now dont want trouble feel backs wall guy moves forward hold away Shit theres one hear call take chances push back wall Now guys gutter dont give damn And looks kind weak small Cause called number felt back wall Stand hand Bible Tell truth one Cause know feeling When youve got back wall Well talk brothers dont give damn And look like youre gonna fall You call number feel back wall,0,0,0,0,0,0,0,0,1,0,0
clock beside bed dont try wake phone upon wall whos going call knock upon door news shake Nights like one cant take Beaujolais goes straight head Beaujolais puts shame dont know Why place came Beaujolais crazy Beaujolais cant explain But helps forget past ease pain One race cant win alter ego One chance sink swim One tail cant shake wherever One circuit cant break catch twenty two Beaujolais goes straight head Beaujolais one blame dont know Why place came Beaujolais ruin Beaujolais cant complain Cause helps forget past ease pain Beaujolais Beaujolais Beaujolais goes straight head Beaujolais puts shame dont know Why place came Beaujolais crazy Beaujolais cant explain But helps forget past ease pain Beaujolais goes straight head Beaujolais one blame dont know Why place came Beaujolais ruin Beaujolais cant complain Cause helps forget past ease pain Beaujolais Beaujolais Beaujolais Beaujolais Beaujolais Beaujolais Beaujolais Beaujolais Beaujolais Beaujolais Beaujolais Beaujolais,0,0,0,0,0,0,0,0,1,0,0
All along shoreline There footprints sea They head distance Then lead right back made break freedom Now following dream Youre never going get hold old routine Now everything possess That fills empty lives good leaving far behind blown wind Just like clouds sky dont know going Dont know ride wind And well drive rain dont well get well get back Call along valley And may find couldnt say certain Cause may anywhere Head sunset wander sea Wherever heart leads place youre meant And someone could impressed With ordinary lies Could really use little peace mind blown wind Just like clouds sky dont know well But well get ride wind And well drive rain dont well get well get back Now everything possess That fills empty lives good leaving far behind blown wind Just like clouds sky dont know going Dont know ride wind And well drive rain dont well get well get back Vocals Eric Stewart Guitars Ian Bairnson Drums Stuart Elliott Bass John Giblin Keyboards Gary Sanctuary,0,0,0,0,0,0,0,0,1,0,0
break middle lose thread one understand word say When break little lose head Nothing try work way Any time happens get With little help friends Anybody else could see whats wrong But walk away pretend When break break middle lose thread one understand word say When break little lose head Nothing try work way Where friends used talk All ever told good news People Ive never seen kind wonder confused When break When break Freedom freedom obey Freedom freedom take wall away Freedom freedom obey Freedom freedom take away Where friends called friends Take wall away Take away Will somebody,0,0,0,0,0,0,0,0,1,0,0
boy flies freedom But dies peace clouds waits answer But theres release Its strange without And hard see brother heaven Please wait brother heaven Please wait still see shadow His laugh lingers When dream back together When wake hes gone Its strange without This ment brother heaven Please wait And though try change world flower cut surely die men much hate Destroy cannot create While stand look back anger But helped see brother heaven Please wait brother heaven Please wait Vocal niel lockwood Acoustic guitar ian bairnson Drums stuart elliott Bass ian bairnson Piano gary sanctuary The philharmonia orchestra conducted andrew powell,0,0,0,0,0,0,0,0,1,0,0
one ever lived thousand years Not like things say Some really changed world would welcome back today They could really light way call Otis Call Marvin Call Buddy Bring Call Ludwig And Johann need Lennon mean john Words live longer thousand years Listen hard say Single voices would change world would welcome back today They would really light way call Jimi Lets Stevie Look Miles take floor Call Billie Yell Ella Call Elvis Well need call Einstein Bring back Darwin Call Newton Luther King need Gandhi Call Vinci Call Jesus And ask live another thousand years Who could help along way Some came changed world would welcome back today They would really light way call Garbo Lets Mansfield Maybe Monroe shes sure Call Sinatra Come Crosby Bogie door Bring Bergman How Dietrich Lets James Dean leave car Call Picasso need Monet Lets Rembrandt Renoir Call Groucho Come Gable Bring Hitchcock lets get Wilde Come Gershwin Lets call Porter Maybe Duke could show style Call Shakespeare Bring Byron need Shelley maybe Keats Come Wordsworth Bring Browning Robert Burns Wells,0,0,0,0,0,0,0,0,1,0,0
Pay attention writing wall The words seem Empty cause theres nothing let wise men beat Drums soon children moon one turn Nowhere Run even could Too late save try understand The seas empty hunger land let blind man lead Way long Easy see went wrong Nothing live Nothing die Were Lost middle hopeless world Lost Middle hopeless world Children children moon watch world Children children moon hiding sun sky Children Children moon watch Children children moon Blinded light eyes one turn Nowhere run even could Follow pilgrim Temple dawn The altars empty sacrifice gone let Madmen write golden rules mortal fools Nothing live Nothing die Were lost middle hopeless world Lost Middle hopeless world Children children moon watch world Children children Moon hiding sky,0,0,0,0,0,0,0,0,1,0,0
Rising falling lighter air Silently calling one bird flying high free Closer heaven Voices strangers keep sleep Guardian angels watch deep ship sailing way sea Closer heaven Visions rain fall blue skies Rivers tears fall dry eyes Answer question tell lies real world fools paradise Wind blowing wild free Closer heaven Closer heaven longing Closer heaven Visions rain fall blue skies Rivers tears fall dry eyes Answer question tell lies real world fools paradise Love lies sleeping wakes night Secrets keeping wont see light look future hope Closer heaven Closer heaven longing Closer heaven,0,0,0,0,0,0,0,0,1,0,0
aint got heart stone hurtin Ive ever known mean things said gonna wind head Cant sleep alone night cant seem get right Damned Damned dont love dont want tie Dont need reason around But time walk away Dont surprised ask stay Cant sleep alone night cant seem get right Damned And damned dont love said damned And damned dont cause love aint got heart stone You havent left mind But got hold dont think could ever free How survive fighting keep alive damned Damned dont love Cant seem see light Ive done everything cant get right Damned Damned dont love,0,0,0,0,0,0,0,0,1,0,0
Were living different reality toeing line give call neutrality joke punchline The silver plated hero meets golden hearted whore The oddsll give zero shell leaving days Movin forever Maybe dont care Holding together Maybe aint Youre dancing high wire You need sure There used lifeline There isnt anymore similarity talk time believe freedom charity long get mine The ivory Madonna walking door You watch window doesnt matter anymore Movin forever Maybe dont care Holding together Maybe aint Youre dancing high wire You need sure There used lifeline There isnt anymore Movin forever Maybe dont care Holding together Maybe aint Youre dancing high wire You need sure There used lifeline There isnt anymore Dancing high wire You need sure There used lifeline There isnt anymore,0,0,0,0,0,0,0,0,1,0,0
Lead vocal jack harris Gaze sky And picture memory days life You knew meant happy free With time side Remember daddy When one wiser Your used say That would ever could With time side Think boy stars eye Longing reach frightened try Sadly youd say someday someday But day day The show must And time slipped away Before could build castles spain The chance gone With nothing say And one say Nothing changed Youve still got Surely know The chance gone Think boy stars eye Longing reach frightened try Sadly youd say someday someday But day day The show must And gaze sky And picture memory days life With time side With time side With time side,0,0,0,0,0,0,0,0,1,0,0
Some born lose heads And born use And never know ends And born choose Dont let fantasies blinded light You dont save wildest dreams night Dont hold back dont hold back dont hold back reach Touch sky minds eye dont afraid reach Some win lose And bring sorrow Some born lead rest And born follow Dont rely miracles open door And dont let shadow guide anymore Dont hold back dont hold back dont hold back reach Touch sky minds eye dont afraid reach Ride wave destiny Rise crest And believe everything happens happens best Dont allow world men turn head Cause cant let What saving Dont hold back dont hold back dont hold back reach Touch sky minds eye dont afraid reach Dont let fantasies blinded light For dont save wildest dreams night Dont hold back dont hold back dont hold back reach Touch sky minds eye dont afraid reach,0,0,0,0,0,0,0,0,1,0,0
getting harder face every day Dont let show dont let show Though getting harder take say Just let let And hurts mention name Say dont know And helps say blame Say dont Even taking easy way Keep inside Dont give dont tell anything Dont let Dont let show Even though know wrong thing say Say dont care say dont care Even want believe theres way wont wont But smile mention name Theyll never know And laugh say blame Theyll never Even feel youve got nothing hide Keep inside Dont give dont tell anything Dont let Dont let show,0,0,0,0,0,0,0,0,1,0,0
Lead vocal eric woolfson Dora middle night Will wait Till morning sun shine bright For dream And make believe Dora hurts hear say Youre alone And pain wont away But dream And make believe Listening hours day Waiting night end Thinking though say When see When see Forget lies whisper ear And every superstitious word hear Dora though truth hard face And fantasy easy replace Its dream And make believe keep thinking words shouldnt say When see When see And every doubt whisper ear And halfforgotten past fear One day fade away disappear Dora middle night wait Where morning sun shine bright dream make believe thread tangled web weave dream make believe,0,0,0,0,0,0,0,0,1,0,0
Lead vocal flying pickets Weve come far hear words hope consolation With star guide night Through many realms fantasy wander roam Far away home Then held dear Grew tired understanding And dream endless night alone What sun light darkness And hand remove stone Far away far away Like leaf wind blown Far away far away Far away home Far away home All What Ive become Will ever find place sun What sun light darkness And hand remove stone Far away far away Will ever find place sun Far away could happy Far away Ill find jerusalem Far away home Far away home,0,0,0,0,0,0,0,0,1,0,0
Lead vocal eric woolfson alone room feeling sorry Call prophet doom could think nothing else found freudian book gathering dust upon shelf thought Ill give look would hurt would help Freudiana want somebody Freudiana want change world met wolfman ratman annao little hans They walking tightrope never thought chance And hand reached hold tumbled But standing quicksand could feel ground Freudiana want somebody Freudiana want change world look back try find part dont know wont stop till see truth Theres long way saw picture stranger dont understand ring around finger something burning hand And wanted teach needed believe But shadows threw intended deceive Freudiana want somebody Freudiana want change world,0,0,0,0,0,0,0,0,1,0,0
Lead vocal flying pickets Well funny say Its peculiar thing Yes funny say talking man And saw wore ring Yes funny say And told dream Where caught ate whale Then woke feeling hungry said Thats curious tale For dream contains wish case giant fish pressure Might woken slumber relieve pangs hunger You dreamed dish Well funny say Its peculiar thing Yes funny say For also met man And also wore ring Yes funny say And told dream Where sun height But toes blocks ice said Let get right You tall feet Must protrude beyond sheet While sleep theyre unprotected And suspected You trying dream heat But six white wolves dead night branch tree And big eyes And theyre shining bright All better see And big ears All better hear And theyre listening And sharp teeth All better eat And theyre looking Well funny say Its peculiar thing Yes funny say speaking man But dont recall ring Yes funny say And told dream Where turned snail And said simplicity follow trail For creature takes shell Anywhere may roam But work must keep move You fear wife may disapprove dream remove And take along home step line Something happen There rats jar Something happen And big eyes And theyre shining bright All better see And sharp teeth All better eat And theyre looking Tell say Tell Tell mean Tell see Fantasia Nothing seems Fantasia world thats made dreams Fantasia Nothing seems Fantasia Well funny say Its peculiar thing Yes funny say Though havent met man didnt wear ring Its funny say told dream Where turned hat That round made fur would say Nothing wrong sit chair see growth spare And observation That caused much frustration dreamed consolation replace loss hair going mother going child There wolves tree But tree never grew There rats jar But curse wasnt true Fantasia Nothing seems Fantasia world made dreams,0,0,0,0,0,0,0,0,1,0,0
Lead vocal leo sayer Suppose tell meaning dreams seems ultimate truth lie And puppet dance string feel anything Would laugh Would care Would cry But meaning life mystery anyone disagree And music symphony play minor key mirror mirror Looking see mirror mirror Every face someone else Look smile youre clown And dance turn around Look eyes see tears music disappears confused dont know way You certainly know From moment living die And crazy game dont want play Tell say Its joke Its truth Its lie But meaning life mystery dont understand And music rhapsody youre happy way mirror mirror Looking see mirror mirror Every face someone else Look smile youre clown And dance turn around Look eyes see tears music disappears And meaning life mystery though live day day But music live harmony anyone play mirror mirror Looking see mirror mirror Every face someone else Look smile youre clown And dance turn around Look eyes see tears music disappears,0,0,0,0,0,0,0,0,1,0,0
Another passenger baggage thank sir dont wanna What feel sick fear God dont let show must control You must control Cover eyes cause high cant look scared fly high cant look They say theyll care But would rather Both feet ground What engine dies These friendly skies heads spining round Its twist fate But hate Cover eyes cause high cant look Afraid fly high cant look must control You must control Cover eyes cause high cant look Afraid fly high cant look cant look Vocals niel lockwood Guitars ian bairnson Drums stuart elliott Bass john giblin Keyboards gary sanctuary richard cottle,0,0,0,0,0,0,0,0,1,0,0
back home damn fool Surely know cant win You shouldve never come near place You stayed outside Its late turn back Nobody asked try But blinded diamonds And money money buy And afraid But dont wanna home You cant win damn fool You drank wine cup And painted ladys gone And youre way back downside You cant catch monkey back Nobody asked try But every heart held spade And lost money buy And afraid But dont wanna home like washed rag tattered torn yeah wish never born And afraid But dont wanna home like blowin horn dont wanna home like washed rag tattered torn dont wanna home yeah,0,0,0,0,0,0,0,0,1,0,0
mind wouldnt wanna think like And time wouldnt wanna talk dont care What wouldnt want like high class wouldnt need buck pass And fall guy wouldnt need alibi dont care What wouldnt want like Back bottom line Diggin lousy dime hit mother lode cover anything showed dont care What wouldnt want like,0,0,0,0,0,0,0,0,1,0,0
prefer spend time solitary ways Keeping Cant pretend easy since went away Living somebody else change mind turn around look behind could see way used risk bringing back sorrow despair would Holding memories pretending care Knowing show soon end could change mind would change chance would remember windy shores menancholy days Drifting along tide And joy simple things ordinary ways Taking stride change mind could let see lies behind could see need way used Even moment happy times shared Living dreams since risk losing castles air Come try could change mind Cant pretend lonely since went away could change mind,0,0,0,0,0,0,0,0,1,0,0
