song,alternative rock,country,folk,hard rock,heavy metal,hip hop,jazz,pop,progressive rock,rock,soul
look inside scarlet room Places hide dusty gloom noisy clock silver spoon china cup mantlepiece Gathering dust east And outside lies garden peace tell really true Can peace come Tell Tell really happening Inside world beautiful Peace garden come true mirror pond reflects dawn Over banks cross emerald lawn breeze come carried along follow path knowing trees And time laugh love release That love come back garden peace tell really true Can peace come Tell Tell really happening Inside world beautiful Peace garden come true tell really true Can peace come Tell Tell really happening Inside world beautiful Peace garden come true,0,0,0,0,0,0,0,0,0,1,0
Bells ring ear Voices hear Whispering daily Love fire High wire When know youre near God glad see thought youd left far away wouldnt give much But want know feel way All world Flags unfurled Waving dawning watching show The last one know Which way things going God glad know thought youd left far away wouldnt give much But want know feel way Cars fighting way Out Sunday morning watching show The last one know Which way things going God glad see thought youd left far away wouldnt give much But want know feel way God glad know,0,0,0,0,0,0,0,0,0,1,0
God sun Dont make wait till morning comes Light sky Look eye eye eye eye Dont keep waiting around Too much longer Dont dont keep waiting around around around around When called river darkness echo came back Saw wave goodbye Down railroad track Sometimes youre alone And cant find way back Wonder youll ever make home God sun Ill around till days begun One sight ray Takes night away away away away walk door Take hat coat waiting call tell right lady got work mind And Ill talk soon Always remember When called river darkness echo came back saw wave goodbye Down railroad track Sometimes youre alone And cant find way back Wonder well ever make home,0,0,0,0,0,0,0,0,0,1,0
Watchin stretch road Miles light explode Driftin thing never done Watchin crowd roll Out lights begins feelin bones never felt People always told That bars dark lonely And talk often cheap And filled air Sure sometimes thrill But nothin could ever chill Like way make The time disappear Feelin Hot skin Feelin good thing never known What mean feel Millions dreams come real feelin soul never felt And always told matter long holds falls apart makes millionaires Youll right forever Well thing together And Heavens golden shore Well lay heads,0,0,0,0,0,0,0,0,0,1,0
Goodbye Mrs Sorrow Hope youre feeling better tomorrow night Dont put fight Itll good Hello Uncle Freedom Ive seen knees Nothing wouldnt along got many problems They dont understand They think every wish command Sister Susie Youre win lose affair Wish could help along yes Brother Michael every faith And everything All way round got many problems They dont understand They think every wish command Goodbye goodbye Goodbye goodbye Goodbye goodbye Goodbye goodbye Goodbye goodbye Goodbye goodbye Goodbye goodbye Goodbye goodbye,0,0,0,0,0,0,0,0,0,1,0
world lost horizons Where dreams burn fast But nights slower Ever find youre compromising All hopes fears Just get know take walk goodbye highway The hello goodbye way Its long long road Ever take stroll goodbye highway The time way Try ease load She never one social graces And hangin midnight faces Wore guess thoughts nights alone time waiting telephone Removed doubt took ride goodbye highway The hello goodbye way Its longest road Soon youre fighting way The die ways The way know stand things youre losing Out confusing You hold slips right hands Guess long change direction Goodbye gotta make connection Solo head door forever take walk goodbye highway The hello goodbye way Its one way road Ever find goodbye highway The time way Nowhere left nowhere left,0,0,0,0,0,0,0,0,0,1,0
Have Merry Little Christmas Let heart light From troubles sight Have Merry Little Christmas Make Yuletide gay From troubles miles away Here olden days Happy golden days yore Faithful friends dear Gather near Through years together fates allow Hang shining star upon highest bough And Merry Little Christmas Here olden days Happy golden days yore Faithful friends dear Gather near Through years together fates allow Hang shining star upon highest bough And Merry Little Christmas,0,0,0,0,0,0,0,0,0,1,0
thinkin bout days led astray many ways Here within time weve spent Wonderin meant livin years livin years nothing today Its something cant explain And tomorrow tomorrow What see today thinkin bout days led astray many ways Here within time weve spent Wonderin meant livin years livin years livin years livin years livin years,0,0,0,0,0,0,0,0,0,1,0
Now high city Feel evening air The crowds city Compete share Its busy complete affair Down walk marble Finding way daylight One drinking orange vodka Someone inside Will give ride dear know place set hearts fire know citys show Can take ride make satisfied All worth Change frown back smile Tonight die misty city All night long nightclub middle Tappin time song Catch hell leavin They always wrong Down walk marble Finding way nightlight Two people sit argue Someone inside Will give ride clear know place set hearts fire know citys show Can take ride make satisfied All worth Change frown back smile Tonight,0,0,0,0,0,0,0,0,0,1,0
Theres clock timing world turns Theres man marking candle burns Keeping track every minute remains Still hope somehow Its gonna alright Its gonna turn fine Theres light shining beyond southern cross Burning bright everyone whos lost More faith reason Rise knowing Youre gonna win fight Its gonna turn fine You gotta hope itll alright Come hope itll turn fine Yeah hope itll alright please When night turns deepest shade black point reason turn back High angels falling sky Lift heart knowing Its gonna alright Its gonna turn fine You gotta hope itll alright Come hope itll turn fine Yeah hope itll alright please You gotta hope gonna win fight Come hope might Yeah hope gonna alright please Millions people alone dark Awaiting moment hope Please You gotta hope itll alright Come hope itll turn fine Yeah hope itll alright please You gotta hope youre gonna win fight Come hope might Yeah hope gonna alright please You gotta hope itll alright Come hope itll turn fine Yeah hope itll alright please You gotta hope youre gonna win fight,0,0,0,0,0,0,0,0,0,1,0
All brothers sisters Lookin better way Why dont country Hitch ride city Get away day The summertime gonna take People playing music wont forsake But hot You gotta way All dancers twisters Lookin place play Why dont country People city Get away day dont know gonna But someone else push But hot You gotta way The summertime gonna take People playing music wont forsake dont know gonna But someone else push,0,0,0,0,0,0,0,0,0,1,0
sea fish learned fly moonlit night wings silver enchanted stars sail serenely know unicorns Where winged horses fly Narwhales lost sea never seen ask magpie Where unicorns trees birds learned speak Gaily colored keep secrets parade clouds playing hide seek know unicorns Where winged horses fly Narwhales lost sea never seen Does myth mystery lie Where unicorns,0,0,0,0,0,0,0,0,0,1,0
Hey Jesus hey Now Ive gone international And become rational decree Hey Jesus day Now bring home Though may loose Who care stray Well make see international Well make international Like Hey Jesus Now common interests And help along rest like Well make see internationl Well make international Like Well make see internationl Well make international Like Hey Jesus youll agree Theyre going downhill fast And dont look though theyll last Till judgement day Well make see internationl Well make international Like International international international international International international international international,0,0,0,0,0,0,0,0,0,1,0
Jet Boy Blue You steal think right Like thief night yeah Ill tell true You come around stories tell dont hold interest But let know youve fallen spell Dont let kill Hell fill lies Youre fool know Done best show But Youre Jet Boy Blue Hell take ride Only cost pride Jet Boy Blue Stop stop youre still ahead Youve got lot learn Youre still young Listen mama said Try tell hell Youre kid Dont take advice never think twice Close door Jump dont mention Youre fool know Done best show But Youre Jet Boy Blue Hell take ride Only cost pride Jet Boy Blue Jet Boy Blue You steal think right Like thief night Woah Jet Jet Jet Jet Boy Blue Jet Boy Blue,0,0,0,0,0,0,0,0,0,1,0
weather outside frightful But fire delightful And since weve place Let snow let snow let snow doesnt show signs stopping And brought corn popping The lights turned way low Let snow let snow let snow When finally kiss good night How Ill hate going storm But really hold tight All way home Ill warm The fire slowly dying And dear still goodbyeing But long love Let snow let snow let snow Let snow let snow let snow Let snow fire slowly dying And dear still goodbyeing But long love Let snow let snow let snow When finally kiss good night How Ill hate going storm But really hold tight All way home Ill warm The fire slowly dying And dear still goodbyeing But long love Let snow let snow let snow But long love Let snow let snow let snow,0,0,0,0,0,0,0,0,0,1,0
You one letter left send With beginning end You saw park The laughter dark How face pretend thank carefully Cause thats way hes going hope find reason free There sunshine eyes You make sound yet cry Its double cross You feel love lost This letter say goodbye thank carefully Cause thats way hes going hope find reason free You saw park The laughter dark How face pretend thank carefully Cause thats way hes going hope find reason free,0,0,0,0,0,0,0,0,0,1,0
This lonely people Thinking life passed Dont give Until drink silver cup And ride highway sky This single people Thinking life left dry Dont give Until drink silver cup You never know try Well way Yes back stay Well way back home This lonely people Thinking life passed Dont give Until drink silver cup Shell never take Never give Youll never know try,0,0,0,0,0,0,0,0,0,1,0
Like said youd never get used But lost old surprise Time comes goes quiet Leaves emptiness behind eyes darling could spare From hour pain Like said youd never get used But loves worn Winters bring blankets cover cold dreamin good nights sleep Like used know days old You told felt alone But tell Like said youd never get used But loves worn Loves worn darling Its moved around bend darling Theres telling Well feel maybe cant see whats plainly view wish better man maybe But theres something goin Like wound mend Like said youd never get used But loves worn Loves worn darling Its moved around bend darling Theres telling Well feel Loves worn darling Its moved around bend darling Theres telling Well feel Loves worn darling Its moved around bend darling Theres telling Well feel,0,0,0,0,0,0,0,0,0,1,0
Through darkness see Watch temperature rise Cant believe eyes dont tell Ive way much tonight Drank potion stronger Got confused Why amused dont tell Youve way much tonight Please dont tell God miss One thing know God love Had way much tonight mad dog times like Dont know turn Aint time learn lesson Ive way much tonight Aint time learn lesson Ive way much Really much Ive way much tonight Alright Ive way much Really much Ive way much tonight,0,0,0,0,0,0,0,0,0,1,0
The moon begins rise upon fallen eyes taken back firelight drunken dreamers plan stay Amidst dancing paradise case beer smile motorcycle child feel glow surround And Orange funnels snowy tunnels Summer troubles books bundles Orange funnels snowy tunnels And,0,0,0,0,0,0,0,0,0,1,0
Here dawn walk dream done since ages gone Shall read letter They sent postmarked somewhere Its Latin think dont know Can help dear Please help dear Near bed They sit sipping tea watch sea Move sand heads Did show marks wall Left captains dead They fell fighting peace lives said Please help dear Please help dear You cant miss blue forest green sky You must risk Dont ignore want want survive Where After watching walking pier mouth sea Theyre love news And dont show theyre living fear They eat ice cream alone Watch waves end pier Please help dear Please help dear,0,0,0,0,0,0,0,0,0,1,0
Written russ ballard Found move best america Ive love girl many times Theyd love leave thought knew score fall love walking shadows life lonely road walking nowhere heavy loaded heart laugh played part came magic day saw walked way Here comes kinda woman Here comes kinda woman Yeah youre kinda woman And cant help tell Yes know Girl know The longer together fell love makin breakin know found real love And cant get enough good winnin never thought You got spinnin honey Youre see one kiss Who would believe would like Here comes kinda woman Here comes kinda woman Yeah youre kinda woman And cant help tell Yes know Girl know kinda woman know really love Therell breakin Here comes kinda woman Here comes kinda woman Yeah youre kinda woman And cant help tell Yes know Girl know yes,0,0,0,0,0,0,0,0,0,1,0
Got side Ill never lonely Got side Ill never afraid Never lonely anymore Turn away fools door Always want one Never lonely Spent lot time Waitin find Spent lot time All Couldve gone thousand different ways Watching nights turn days Always want one Never lonely Here middle never Finally found belong could like forever Looking looking Wasnt one Love never came Wasnt one misunderstood All heart wasnt sure Never felt love like Always want one Never lonely Here middle never Finally found belong could like forever Looking looking Got side Never lonely Got side Never afraid And let Keeping feet ground Always want one Never lonely Never lonely Never lonely Never lonely Never lonely Never lonely,0,0,0,0,0,0,0,0,0,1,0
never found time see things quite never found time give living dont come easy Dont stop voice Cause worst part living havin choice Tell story Tell eyes gonna stop believin hear another lie Drink cold water Your mouths getting dry time see things right give treasures And send Then livin would seem easy lights noise Just lady And echo voice Tell story Tell eyes gonna stop believin hear another lie Drink cold water Your mouths getting dry never found time see lady And memories dont die But time become hazy never found time see lady And memories dont die But time become hazy never found time see lady And memories dont die But time become hazy never found time,0,0,0,0,0,0,0,0,0,1,0
dancin middle could hardly hold heads think much drink remember wondering theyd think thinkin bout future trying laugh Then made cry instead remember wishing dead fortune pays wounds like Its long time please Just say call day Its though aint sinned Its game play There nothing win Well coming home lady homecoming man Trying hard stand rain Gettin back feet fortune pays wounds like Its long time please Just say call day Its though aint sinned Its game play There nothing win fortune pays wounds like Its long time please Just say call day Its though aint sinned Its game play There nothing win,0,0,0,0,0,0,0,0,0,1,0
Hey honey wont sit And stop spell Singin sweet old lullabies forget health Dont think tomorrow Its whole nights sleep away Sure would pleased stay And reach old Virginia Wont rock close The poor boys hotel long dont know Its time come home And put feet much travlin round tends take away smile Pears body stay tune And youve strainin strings From mornin till noon come hang around Itll put right real soon Cause nothings changed Its Reach old Virginia Wont rock close The poor boys hotel long dont know Its time come home And put feet much travlin round take away smile Reach old Virginia Wont rock close The poor boys hotel long dont know Its time come home And put feet much travlin round take away smile,0,0,0,0,0,0,0,0,0,1,0
Lala Salama Masai Mara And asante sana Kichwa Tembo going Oloololo Back world Soon Ill flying solo heading follows sun Oloololo Oloololo loololo Cause Ive Nairobi Southeast Kisumu waiting savanna Like place knew And river flowing While crocodile baked sun With elephant knowing That change already begun Oloololo Oloololo loololo Oloololo Oloololo Oloololo Oloololo,0,0,0,0,0,0,0,0,0,1,0
One morning mist came woke early looked around baby slept sky blue started walkin thinkin hill road Past people barely know Round bend runoff wash found feather quail lost Where goin friend Where goin Are going see mountain Goin see trees Goin watch circles take bow Goin help agree Today Some people like play loud like always theyre laughing crowd catch wind come slidin You reach bottom fallin upside Touch hand see world turnin circles Brushin every curl back sunset walks That special summer night talks,0,0,0,0,0,0,0,0,0,1,0
Give money time ask Desperate situation rally task Playing God shine glory Playing God Warm till sleep night Somewhere memory Lies dormant seed Pacify guilt satisfy greed Playing God climb golden ladder Playing God Warm youll sleep night Between ether opium lies land regret might become Are walking water yet Playing God shine glory Playing God warm youll sleep night Playing God climb golden ladder Playing God Playing God shine glory Playing God warm youll sleep night Playing God,0,0,0,0,0,0,0,0,0,1,0
cant help thinkin ships sail away What sirens beckon call How long sea time long The portsofcall portsofcall Under bridge move far lands Maybe Australia North African sands Complete mission supply demand portsofcall portsofcall And everyday sun setting Along bay city lights appear Snake charmers sway smoke rising Time growing near When theyll casting anchor sail away Into morning light Rising falling blue gray portsofcall portsofcall And everyday sun setting Along bay city lights appear Snake charmers sway smoke rising Time growing near And everyday sun setting Along bay city lights appear Snake charmers sway smoke rising Time growing near Ill take chance time change world And break ties bind Far people passing life Like portsofcall portsofcall Under bridge Ill move far lands Maybe Australia North African sands Complete mission hope understand Portsofcall portsofcall Portsofcall portsofcall Portsofcall portsofcall,0,0,0,0,0,0,0,0,0,1,0
Living riverside taking stride Living riverside taking life like big long ride You stay side Ill stay mine You take want Ill take sunshine Dit dit dit dit said world dont owe living said world dont owe living said world dont owe living said world dont owe living,0,0,0,0,0,0,0,0,0,1,0
One song movin along highway Feel fantasy air Filled room flowers Norway Sensed majesty air Made sign bove doorway show care Ive waiting every morning Just help find way Ive standing corner Dont away One song movin along highway Feel fantasy air Ive waiting every morning Just help find way Ive waiting every morning Help make day Ive waiting every morning Just help find way Ive waiting every morning Help make day Ive waiting every morning,0,0,0,0,0,0,0,0,0,1,0
First came winter And came morning Bright coral branches pass Down meadow onto seashore Came vast checkerboard kingdom men Sun radiates gold infrarays Time prepare fall Harvest corn watch storm Soon hear winter call Ice pond wont stay long Too thin walk today Ice pond something went wrong Frost must lost way Evening falling The tree silhouette seen teddy bear Watching den Spring came quickly That see Just turn around And shes coming Wind chimes along rising dawn Seasons circles match Each comes along singing song Burying thoughts past,0,0,0,0,0,0,0,0,0,1,0
Caroline falling love Tryn get things shes thinkin She cant wants Though never really tries Shes liar Shes liar But might try tonight And things right Caroline calling everyone town First calls friends puts She cant wants Though never really tries Shes liar Shes liar But might try tonight And things right She cant wants Though never really tries Shes liar Shes liar But might try tonight And things right shes liar Shes liar Shes liar Shes liar Shes liar,0,0,0,0,0,0,0,0,0,1,0
Were afraid shes gonna let Take money drop ground Wouldnt want see messed around After love think youve found Shes gonna let Doesnt matter say Loves stubbornest game play Given time might see way And well sorry boy day Shes gonna break away Remember times helped Now heres chance Guess thing wait around Lend hand ground Shes gonna let Shes gonna let Shes gonna let,0,0,0,0,0,0,0,0,0,1,0
Life today frittered away Youve got simplify Each way live today And never know stand road And feel wind blow Across sands time cause thats simple life You know like make mine Take cars bars And trade nice wood fire end day know say You couldnt get much higher stand road And feel wind blow Across sands time cause thats simple life You know like make mine stand road And feel wind blow Across sands time cause thats simple life You know like make mine You know like make mine You know like make mine,0,0,0,0,0,0,0,0,0,1,0
Just hear sleigh bells jingling ringtingtingling Come lovely weather sleigh ride together Outside snow falling friends calling yoohoo Come lovely weather sleigh ride together Giddyup giddyup giddyup lets lets look show Were riding wonderland snow Giddyup giddyup giddyup grand holding hand Were gliding along song wintry fairyland Our cheeks nice rosy comfycozy Were snuggled together like two birds feather would Lets take road sing two Come lovely weather sleigh ride together Theres birthday party home farmer Gray Itll perfect ending perfect day Well singing songs love sing without single stop fireplace watch chestnuts pop pop pop pop Theres happy feeling nothing world buy When pass around cider pumpkin pie Itll nearly like picture print Currier Ives These wonderful things things remember lives These wonderful things things remember lives Just hear sleigh bells jingling ringtingtingling Come lovely weather sleigh ride together Outside snow falling friends calling yoohoo Come lovely weather sleigh ride together Giddyup giddyup giddyup lets lets look show Were riding wonderland snow Giddyup giddyup giddyup grand holding hand Were gliding along song wintry fairyland Our cheeks nice rosy comfycozy Were snuggled together like two birds feather would Lets take road sing two Come lovely weather sleigh ride together Come lovely weather sleigh ride together Come lovely weather sleigh ride together For sleigh ride together sleigh ride together Sleigh ride together,0,0,0,0,0,0,0,0,0,1,0
hear knockin cant come You wear stockings like think sin Dont try tell aint Cause know youve messin round slow Come Before gets late Before gets late met dancin high school gym You rubbed head started spin You turned around gave wink grin And told youd like friends Dont slow Dont slow Dont slow Dont slow Before gets late Before gets late Take Dont try tell Youll never sell Before gets late said gets late You know gets late hey,0,0,0,0,0,0,0,0,0,1,0
Sometimes teardrops across face Sometimes rainbows place And dont know way turn Sometimes lovers dont act like And sometimes lovers dont could Sometimes lovers hide cover innocence blame know sometimes act Your hearts city wears love pity town And dont know way turn Sometimes lovers dont act like And sometimes lovers dont could Sometimes lovers hide cover innocence blame know baby Hold tight mama Tell went wrong alright lay beside Till night gone Sometimes lovers dont act like And sometimes lovers dont could Sometimes lovers hide cover innocence blame Sometimes lovers dont act like Sometimes lovers dont could Sometimes lovers hide cover innocence blame,0,0,0,0,0,0,0,0,0,1,0
Why laugh know really care You sometimes act though even And yet things would surely say Dont know love hoping youd love Dont know love love seem indifferent twice Its feelin quite way And time hung phone didnt speak Well funny look back Didnt love Didnt love time Didnt need Wasnt long hard climb,0,0,0,0,0,0,0,0,0,1,0
Well running road Tryin loosen load Ive got seven women mind Four wanna Two wanna stone One says shes friend mine Take easy take easy Dont let sound wheels Drive crazy Lighten still Dont even try understand Just find place make stand And take easy Well standing corner winslow arizona And fine sight see Its girl lord flatbed Ford slowin take look Come baby dont say maybe gotta know sweet love Gonna save may lose may win though never open climbin take easy Well running road trying loosen load got world trouble mind Lookin lover wont blow Cover shes hard find Take easy take easy Dont let sound Wheels make crazy Come baby dont say maybe gotta know sweet love Gonna save got easy oughta take easy,0,0,0,0,0,0,0,0,0,1,0
You must lost faraway land searched forever footprints sand feel need answer That desperate call understand burning bridge lonely highway Another dark night thinking alone What couldve happened dreaming doesnt matter theres one thing know could make border could make coast could make border arms girl love Make border keep running make border light Just one river make Again youll arms tonight could make border could make coast could make border arms girl love Make border Make border could make border could make coast could make border arms girl love Make border Make border Make border Make border,0,0,0,0,0,0,0,0,0,1,0
These brown eyes mine Theyve doin powerful cryin Thinkin bout years That always bring back tears Winters come gone And Ive left alone Now home things Then stop look around never know feet touch ground But baby know youre right Seems like long long time Since Ive held arms mine Thinkin bout years That always bring back tears The winters come gone And Ive left alone But baby know youre right And youre far away think love And praying youre still mine These brown eyes mine Theyve doin powerful cryin Thinkin bout years That always bring back tears Then stop look around never know feet touch ground But baby know youre right Baby know youre right Baby know youre right,0,0,0,0,0,0,0,0,0,1,0
Hold close You turn nighttime day And youre Brightest star lights way come home Cause wont matter anyhow Ive got feeling todays day Ive got feeling todays day Turn Turn fine day Cause All people like play Ive got feeling todays day Ive got feeling todays day Hold close You turn nighttime day And youre Brightest star lights way Ive got feeling todays day Ive got feeling todays day,0,0,0,0,0,0,0,0,0,1,0
Touched butterfly way home Flying knows Walking dusty road Without care The sun shining country And bells ringing downtown Clouds moving slow lazy While kicking around And feeling town country Feeling town country hill got better look watched river run brown And heard songbirds singing The country sound When got home sat kitchen And turned television The news wasnt good didnt listen started clicking around Thinking town country thinking town country Thinking town country morning everything Open world sun rain Thinking town country thinking town country thinking town country,0,0,0,0,0,0,0,0,0,1,0
