song,genre
Hello hear might alone Dont see anyone near wont home Lets meet morning cant speak tonight This warning silent till light And know Ill waiting someone believe Remembering makes flesh start crawl Ive seen ear wall This time could prove youve heard Cry wolf youre moving special kind danger zone need witness somebody like bring exorcist wizard holy ghost You know Ill waiting someone believe Remembering makes flesh creep crawl Ive seen ear wall One reason one time Someones searching mind Now supposed Its know Whats gonna knew would answer curiosity You could miss chance fool might see reality There corner must going blind Whats wrong Were born God invented eyes Its got grinding away secrets Its growing dark cant see Ill turn lights youre sure fall Its next eye wall,heavy metal
Reflex sky warn youre gonna die Storm coming youd better hide atomic tide Flashes sky turns houses sties Turns people clay radiation minds decay Robot minds robot slaves lead atomic rage Plastic flowers melting sun fading moon falls upon Dying world radiation victims mad frustration Burning globe oxyn fire like electric funeral pyre Buildings crashing cracking ground Rivers turn wood ice melting flood Earth lies death bed clouds cry water dead Tearing life away heres burning pay Electric Funeral Electric Funeral Electric Funeral Electric Funeral And sky shines electric eye Supernatural king takes earth wing Heavens golden sings Hells angels flap wings Evil souls fall Hell ever trapped burning cells,heavy metal
Goin home late last night Suddenly got fright Yeah looked window surprised saw fairy boots dancin dwarf All right Yeah fairies wear boots gotta believe Yeah saw saw tell lies Yeah Fairies wear boots gotta believe saw saw two eyes right Yeah fairies wear boots gotta believe Yeah saw saw tell lies Yeah fairies wear boots gotta believe saw saw two eyes All right went doctor See could give said Son son youve gone far Cause smokin trippin,heavy metal
Step back look tell want You realise youre seeing replica Inside world pretty grim even cant survive wouldnt try cause know Deep inside know youre guilty Hell Deep inside know youre guilty Hell You realise youre seeing replica Only makes difference youre one doesnt matter said done Gonna feel God put blame yeah wanna see wanna see inside head wanna know fuckin dead wanna know whats going Someone tell truth Theres fear fallen Angel theres love heart made stone Theres truth heart screaming Deep inside youre guilty Hell Theres fear fallen Angel theres love heart made stone Theres truth heart screaming Deep inside youre guilty Hell Youre guilty,heavy metal
Whatcha gonna Times caught Now wait turn You know theres return Take written rules You join fools Turn something new Now killing First bomb Vietnam napalm Disillusioning You push needle From life escape Realitys way Colours mind Satisfy time know must blind something like take sleep dont know Youre giving death kiss little fool Your mind full pleasure Your bodys looking ill shallow leisure drop acid pill Dont stop think Youre good time baby But wont last Your minds full things Youre living fast enjoy Dont bottle You need someone help stick needle yeah Now know scene Your skin starts turning green Your eyes longer seeing Lifes reality Push needle Face deaths sickly grin Holes skin Caused deadly pin Head starts spinning round You fall ground Feel body heave Deaths hands starts weave Its late turn You dont want learn Price life cry Now youre gonna die,heavy metal
looking hole sky seeing nowhere eyes lie getting closer end line living easy sun doesnt shine living room without view living free rents never due The synonyms things Ive said Are riddles built head Hole sky take heaven Window time fly Ive seen stars disappear sun The shootings easy youve got right gun And even though sitting waiting Mars dont believe theres future cause Hole sky take heaven Window time fly Yeah Ive watched dogs war enjoying feast Ive seen western world east The food love became greed time But living profits pride,heavy metal
lie awake think tomorrow And try justify things youve done But theres one hear tears falling When turn around find youre lonely one And feels like someones treading shadow And always thought Heaven knows sure And feels like youre drowning tears wont cry aint gonna cry And aint gonna lie aint gonna cry Aint gonna cry lie awake think sorrow Does really still fears mind And try realise things wanted But take granted makes blind And feels like someones treading shadow And always thought Heaven knows sure And feels like youre drowning tears aint gonna cry aint gonna die And aint gonna lie aint gonna cry Aint gonna cry aint gonna cry aint gonna cry aint gonna cry aint gonna die aint gonna lie aint gonna cry Aint gonna cry aint gonna cry Aint gonna die aint gonna die Aint gonna lie aint gonna lie Aint gonna cry aint gonna cry,heavy metal
Theres something wrong theres chill air And blood veins running colder The Eastern sky beginning silver And words speak start falter The seal broken oath crossed house dead theres taker Some say ultimate sin When spirit world turns alter Theres kill spirit world Theres kill spirit world Behold dead clutching fading hands reach forever glory die calls voice void You assasin cursed every spectre The seal broken oath crossed And house dead seeks master Stretching every muscle wait end And kiss wind whispers murder Theres kill spirit world Theres kill spirit world Theres kill spirit world When heaven closer pleasure pain Blood kill spirit world Did see another black blood veins running colder theres turing back spirit world turns alter The seal broken oath crossed And house dead seeks master Stretching every muscle wait end And kiss wind whispers murder Theres kill spirit world Theres kill spirit world comes nooh Your seal broken Eastern sky beginning silver Theres something wrong theres chill air You feel evil feel evil somebody whispers murder kiss wind whispers murder,heavy metal
Its long way nowhere And leaving soon way pass close back side moon Hey join traveler got nowhere Hang head take hand Its road know Lonely word yeah yeah yeah Ive higher stardust Ive seen upon sun used count millions But count one Come join traveler got nowhere Hang head take hand Its road know Yeah lonely word Got saddest song ever heard Yeah lonely name Maybe lifes losing game,heavy metal
Youre searching mind dont know start Cant find key fit lock heart You think know never quite sure Your soul ill find cure Your world made someone But chose evil ways instead love You made master world exist The soul took even missed Lord world Evil possessor Lord world Hes confessor Youre searching mind dont know start Cant find key fit lock heart You think know never quite sure Your soul Ill find cure Your world made someone But choose evil ways instead love You made master world exist The soul took even missed Lord world Evil possessor Lord world Hes confessor You think youre innocent youve nothing fear You dont know say isnt clear You turn wordly greed pride But turn turn die,heavy metal
hide inside shadows shame The silent symphonies playing game body echoed dreams soul This god something could control Where run The joke sympathizing god insanity yeah Why dont get life yeah Why dont get life Why doesnt everybody leave alone Why doesnt everybody leave alone yeah Obsessed fantasy possessed schemes mixed reality pseudogod dreams The ghost violence something seen sold soul human obscene How could poison The dream soul How fantasies take complete control yeah Why dont get life yeah Why dont get life Why doesnt everybody leave alone Why doesnt everybody leave alone yeah Well feel somethings taken dont know Its like trip inside separate mind The ghost tomorrow favorite dream telling leave behind Feel slipping away slipping tomorrow Got get happiness want sorrow How lied went hide How tried get away right fight That might get away Sting Well feel somethings giving chance return Its giving chance saving soul Beating demigod fading away going backwards control Feel slipping away slipping tomorrow Getting back sanity providence sorrow Was wise disguise How tried get away way could pay true stay How lied went hide How tried get away right fight That might get away Suck really digging schizophrenia best earth Ive seized soul fires hell Peace mind eluded mine set trap fell Feel slipping away slipping tomorrow Now Ive found happiness providence sorrow lies got wise despise way worshipped yeah Now free cant see And instead wont led Free,heavy metal
yeah Some people say love cannot true Please believe love Ill show give things thought unreal The sun moon stars bear seal yeah Follow regret Leaving life led met You first love mine Forever till end time Your love got real Before know way going feel going feel going feel yeah Now power Our love grows stronger every hour Look eyes youll see name Lucifer please take hand yeah Follow regret Leaving life led met You first love mine Forever till end time Your love got real Before know way going feel going feel going feel yeah Now power Our love grows stronger every hour Look eyes youll see name Lucifer please take hand,heavy metal
Nightwing stirred taken flight The silence hes shattered night hunter power grace master place Tell every creature night The kill around bend listen friend Nightwing flies They say comes whose souls weak And call name upon wind The night cold thick mystery feel beating wings Tell every creature night The kill around bend Nightwing flies Tell every creature night The kill around bend Nightwing flies Nightwing stirred taken flight The silence hes shattered night Life aint giving forgiving aint free soul rest hunted run free tell every creature night The kill around bend Listen friend Nightwing flies,heavy metal
wish somebody would empty head sorry things Ive said This hopeless feeling thats living inside lonely soul whos trying find Some peace mind aint hero whos gonna save say passing right aint crazy ride please forgive trying find Some peace mind Read lines Truth neither black white Black white Just give something real Broken man still searching light night Caught middle front line falls looks like dont stand chance could turn life around circumstance,heavy metal
Youve seen life distorted eyes You know learn The execution mind You really turn The race run book read The end begins show The truth lies old But dont want know Nobody ever let know When ask reasons They tell youre Fill head full lies The people crippled You want see burn The gates life closed And theres return Youre wishing hands doom Could take mind away And dont care dont see The light day Nobody ever let know When ask reasons They tell youre Fill head full lies You bastards Where run What tomorrow Life killing Dreams turn nightmares Heaven turns hell Burned confusion Nothing tell Everything around Whats coming God knows dog knows Bog blast Sabbath Bloody Sabbath Nothing Living dying Dying,heavy metal
Man madness lives head Keeping awake night sits bed drives crazy wont away Playing game every night everyday yeahah mind feels heavy body feels weak Suicidal thoughts crying sleep Impending doom Think going mad without shadow doubt search serenity yeah really dont read holy books cause take nowhere cant hold yes losing control paying price Selling Soul Selling Soul search serenity yeah really dont read holy books cause take nowhere cant hold yes losing control paying price Selling Soul Selling Soul Yeahah For Selling Soul Yeahah Selling Soul Yeahah For Selling Soul,heavy metal
Ive gone long long time waiting didnt want see And hurting much wanted wife The days passing slowly since youve gone Your memories yes sit waiting youll never show Without cant carry baby You said youd always love life And said last goodbye yeah goodbye Why sudden changes lies seen eyes The endless hours heartache waiting summer love turned rain pain The silent emptiness one sided love life means nothing youre gone ooh baby,heavy metal
crazy man Who lives inside head But think breaking wall You innocent Convicted crime one ever catch fall see diamonds But see rock need run But crawl Its time open All doors keep locked Nobody gives without take Lets take Youve twisted pieces hands emotions How much longer gonna pay For yesterday Sins father One crucifixion One cross bear Youre hole photograph lose city The city feel shame See world electric eye They call mystery But fool could see You thought walked water And pain gone And free run away And get Would get really care Its safe easy And maybe youre gone You wont belong Youre witness murder angel How much longer gonna pay For yesterday Sins father Its another crucifixion One cross bear lose city Take look world Youve got electric eyes,heavy metal
The way feel way wish walked started run Just What kind people think Another joker whos rock roll star Just The faithful image another man The endless ocean emotion swam Yeah The shot troopers laying floor wish theyd put end running war Yeah Are metal man Youve changed life since began Yeah began Ladies digging gold Will still dig youre Yeah youre You bought sold lying words The voices deck never heard came Yeah came Your folly finally got spend gun poisoned father poisoned son thats Yeah thats beg please dont let get worse The anger turned curse Yeah curse All promises never came true Youre gonna get coming thats true thats true Are Satan man Youve changed life since began began Vultures sucking gold Will still suck youre The search better run And find another way Probably dead dont feel thing keep living another day You nonentity destiny You victim thing unknown mantle picture stolen soul fornication golden throne smiling face means world tired sadness misery life started time ago Where end dont know thought good thought fine feel world time But everything gonna work fine dont think Ill lose mind know know know yeah yeah know Listen sing song You might think words wrong Too many people advising But dont know eyes see But everything gonna work fine,heavy metal
Well dont want Jesus freak Tell black magician telling cast soul Dont believe violence dont even believe peace Ive opened door Now mind released Well dont want preacher Telling god sky dont want one tell Where gonna die wanna live life dont want People telling believe Cause one else seems true Every day comes goes Life one long overdose People try rule nation see frustration People riding real peace keep running rat race Behind flower grows weed world makebelieve believe tell Its way fight end Just believe know really shouldnt pretend Dont let empty people Try interfere mind Just live life And leave behind,heavy metal
Say dont know youll burn You refuse youll lose Say dont want youll learn Nothin new cause Call liar knew You fool thats cool right Call Devil true Some cant accept crept inside stranger calls Dont let whisper name Cause Voodoo Fade shadow youll burn Your fortune free see good Never look back never turn Its question time till mine learn stranger sees Dont look eyes Cause hes Voodoo Say dont know youll burn You refuse youll lose Say dont want youll learn Nothin new cause Voodoo Bring children theyll burn Never look back never turn Cry river youll learn Voodoo,heavy metal
Who Are You Yes know secret Thats within mind You think people Who worship blind Youre like Big Brother Giving trust And played enough Youll cast souls Into dust Into dust You thought would easy start Now Ive found dont think youre smart one question Before time Please beg tell name hell Who Who,heavy metal
The world today wicked thing Fighting going human race People give good wishes friends While people across sea counting dead politicians job say high For choose whos got die They put man moon quite easy people earth dying old diseases woman goes work every day day She goes work earn pay Child sitting crying life thats harder doesnt even know father,heavy metal
wind though wind wont help fly Your backs wall Then chase sun tears away breaks run run run Behind smile theres danger promise told never get old Lifes fantasy locked away still think youre free youre free free live today tomorrow never comes Die young die young Cant see writting air Die young gonna die young Someone stopped faith wind though wind wont help fly Then chase sun tears away breaks run run run Live today tomorrow never comes Die young Young Die young Young die die young Young Die young die young die young die young,heavy metal
Astral engines reverse falling universe Down among dead mans vision Faded dreams nuclear fissions span The strings fear holding race The puppets falling ground The love feel fly endlessly space Lost time wonder ship found sinking ship travel Faster speed life Not super nova burns The black holes turn fade sight The strings fear hide within human race The answers buried underground The love feel fly endlessly space Lost time wonder ship found And soon The boundless moon Will show light And crash Well pray kiss And say goodnight Goodnight,heavy metal
Accept fact youre second rate life easy Its served gold plated plate And dont even talk Your face normal thats way youre bred And thats way youre going stay Your head firmly nailed channel But someone elses fingers control panel What gonna brother Zero hero Dont want brother Zero hero When gonna brother Zero hero Impossibility impissibolity mother really hero You sit watch burn Its easy breezy You play life different sound edge edge got knife Your life six lane highway nowhere Youre going fast youre never ever gonna get Where heroes sit river With magic music eat raw liver You stand captain look You really mediocre You champion Acme form book But think youre joker Your freedom life aint much pity But luvaduckin way youre walkin around The city balls head full nothing Its easy sucker really need stuffing,heavy metal
world hides universal Secret time Destruction empty spaces One crime Ive lived thousand times found means believed The thoughts images The unborn child never conceived When little worlds collide trapped inside embryonic cell And flashing memories Are cast never ending well The name scorns face The child never sees cause man The deathly darkness Belies face never ran You gotta believe talking Well know hard know reason And know youll understand time die Dont believe life one You let body sleep let soul live want listen trying get Love given life concern Unseen eye inner life make soul return Still look touch The seeds life sown Curtain future falls The secret stays unknown Just remember love life And hate living death Treat life worth And live every breath Looking back Ive lived learned But wondering Here wait guess What next life bring,heavy metal
hear thunder Raging sky Premonition Shattered world thats gonna die Age Reason survive The protocols evil Ravaging many lives many lives many lives Mystifying silence Talking Peace Earth judge For worth Sustainable extinction fractured human race jaded revolution Disappears without trace without trace without trace Alrigth yeah Always felt thered trouble Mass distraction hides truth Prozac days sleepless hours Seeds change dont bear fruit yeah time heavy And youre alone The battles But war goes Politics religion Love money Its world built But yeah,heavy metal
Super animation turning nation And theyre saying All moving parts stand still Since elected Adrenaline injected Hear saying All moving parts kill Just like hero Hes got run Yes hes yeah yeah Since passed motion Theyre building ocean And hes saying men Should free What combination peace radiation And hes saying free men Should fight Just like mammal seems get pleasure From pain rain Aint strange Very strange yeah like choking toys Youve got see You meet boys Teachers burnt school Hes enough sticking rules alright People stop see Hes got decadent Just pass time gets kicks Licking wine Pretty silly ladies All Cynthias Sadies Call Takes numbers Says woman seen coming And shes saying Shes married clown Just like lady Shell keep guessing Through night Not tonight well might alright yeah,heavy metal
Theres end theres beginning old mans story Does still remember From lives gone see spirit rising Upon back time Ive got nowhere hide Will keep place king kings The keeper light holds eternitys wings eyes oceans burning Swollen seas tears Troubled mind beating War drums ears one ever hears warning one calls When tell theyre afraid Some say Ill put away king kings The keeper light holds eternitys wings blood spill blood blood spill blood wisdom prophets Never ending tale Open eyes Within mind says Crowned ancient glory Theres king within Some say vain That doesnt name king kings The keeper light holds eternitys wings,heavy metal
still remember used thought thing That mattered You always told insane feel joy While others feel pain Theres way change angry heart Cause love goes tear apart And way since time began Its desperate search promised land And years slip like much sand many people dying live tortures heart Theyve got much give never saw battle win fight There And theres way change angry heart Cause fears Will tear apart And way since time began Its endless journey fate man live day never understand And way since time began Its desperate search master plan And years slip like water hands,heavy metal
Can see near Can hear crying life Can tell wheres glory Ride days sail nights When youll find answer Running whispering rain Anno Mundi wonder Truth thunder life blame see vision perfect place Does make laugh put smile face need mirror see well Does hand God still toll bell There people laughing Theyre laughing could see youre saying true Still generals fighting making war world Dont know dont know The wind night blows cold Your eyes burning sands time grow old Anno Mundi follow path many tread Are among blind easily lead join war fight cause Depend another fight alone Can see hear Can tell wheres glory Ride days sail nights When youll find answer Runnin rain Theres hope thats growing vision All angry hearts reach look dawn see new day begun longer fool vision done,heavy metal
star demons reaching yeah want touch world dream makers pure sweet yeah Were gonna change world When youre tired giving reasons And freedom fighting freedom youre searching answer bring back Eden Theres need pain anger The power peace destroy gun Leave behind mans vanity yeah And living life run When youre tired giving reasons And freedom fighting freedom youre searching answer bring back Eden god forgiving final warning Watching future turns Science fiction real life addiction The human race never learn When youre tired giving reasons And freedom fighting freedom youre searching answer bring back Eden,heavy metal
Precious cups within flower Deadly petals strange power Faces shine deadly smile Back trial Chill numbs head toe Icy sun frosty glow Whyd reaching sorrow Whyd read tomorrow Feel spirit rise priest Feel body falling knees Take walk remorse Take body corpse Take body corpse Take body corpse want remorse Take body corpse Now darkness springs light Wall Sleep cold bright Wall Sleep lying broken Sun shines awoken,heavy metal
devil rising moon cries blood runs cold never darkness black light nowhere spirit crying love tired alone remember came steal And You His stealer souls see Black Moon rising And calling name calling name Ive blinded lost confused Darkness call Heaven friend mine god ever knocked door see Black Moon rising And calling name calling name standing dark side time Reaching power Her hand Shes weaving unholy light And calls Lucifers land see Black Moon rising And calling name angel Hell rising Heavens friend mine see Black Moon rising And calling name see Black Moon rising And causes much pain angel Hell rising Heavens friend mine see Black Moon rising And calling name Its calling name This spirits crying love Heavens friend mine,heavy metal
look window Deep room tapestries faded Their vague distant glories Concealed gloom The icy fingers forgotten passions Softly brushing lips tips primitive soul look door Deep room Can feel mighty wall power Its waiting waiting gloom The distant shadows forgotten champions Those live still And rise challenge kill Born Youll born Look prince evil Fighting mind Fighting priests shame For thrust challenge aimed hearts mutant gods Who think Theyre controlling minds And use fortune fame look window Deep room future freedom The grey plastic retards floating circles And taste fruits new sensations Softly brushing lips rise challenge kill Born Youll born want king day Just say Everybodys got think like hunter Just search pray alive night day Just way,heavy metal
Ill play game But lose youre gonna pay price Broken chains like prisoner free last The fear inside died Time tell wrong wont long You thing chasing shadows dark Well born lose born lose You curse name turn walk away view wont long You dont scare cause youre Hard see time That gone wont long You think chasing shadows dark Well born lose You think chasing shadows dark What gonna What gonna wont long wont long wont long You think chasing shadows dark What gonna What gonna Aint nothing,heavy metal
Once upon nightmare Once upon time Youre running temptation You got lost And found dont Belong anybody Youre Just another number Cross Whenever dont behave Someone got doctor knows Throw bones mumble The devils inside might contagious might change plan Get back tiny boxes Even cant say Join congregation Everybodys got get line never justify The choir sings neverending lie Pre When thought free You didnt need reason reason survive big door closes And waiting nail Somebody tell world Youre buried alive Once upon nightmare Once upon time Youre running tomorrow You got lost And found another Day turned ashes Taken wind Frozen seeds sorrow Never begin Join celebration And everybodys got get line never justify The choir sings neverending lie Pre When thought free You need reason reason survive big door closes And waiting mail Somebody tell world Youre buried alive One nightmare Just one time Join congregation Everybody get line Celebration The choir sings lie call The hammer falls And one hears cry buried alive,heavy metal
last final hour cant hide Theres nowhere run All eyes like lost Eternal Light Princes Kings Demons wings Summon fears hell Its call wild Calling last macabre hour witches cry And turn dust moon Many spirits lost forever one survives call tune lucifer Its call wild Calling Hero grave dreams Hero dont believe fate aint seems All gotta stay free Youre one turn hell screams Fear devil place among brave Faced pain theres battle All eyes like lost Eternal Light Princes Kings Demons wings Summon fears hell Its call wild Calling Hero grave dreams Hero dont believe fate aint seems Hero grave dreams Hero dont believe fate aint seems Hero got fear devil burning soul Hero Its call wild Hero Tearing soul,heavy metal
How many tears must cry learning Things theyre real losing Cant get close enough cause youre far away Why believe weve got something coming You took left standing nothing Cant get close enough cause youre far away Too far away world must dreaming think survive Taking giving nothing thats crime What makes something special You dont care feeling thats truth Cant get close enough cause youre far away All need understanding right survive Only could see warnings pass What makes something special You dont care feeling thats truth Cant get close enough cause youre far away Too far away Cant get close enough cause youre far away How many tears must cry learning Things theyre real losing Cant get close enough cause youre far away Too far away far away far away,heavy metal
Where conscience takes crawl corner cry Did imagine one would notice Just secret take die All world watching every tongue Screaming sinner How dreams claw sleep Making darkness place despise Where god strength Are sure start All world watching nowhere hide Every tongue screaming sinner satan hears cries When sin cardinal sin make bed must lie And futures looking grim ever give damn About child hes running wild When sin cardinal sin dont expect world treat well say hell point finger sin cardinal sin laugh face sin Cardinal sin point finger laugh face Cos youre better rest human race sin cardinal sin sin cardinal sin,heavy metal
feel unhappy feel sad Ive lost best friend ever She woman love But late Ive let going changes going changes shared years shared day love together found way But soon world evil way heart blinded love went astray going changes going changes took long realize And still hear last goodbyes Now days filled tears Wish could back change years going changes going changes,heavy metal
Waiting revolution New clear vision Genocide Computerize god Its new religion Program brain Not heartbeat Onward crystal soldiers Touch tomorrow Energize Digital dreams And youre next correction Mans mistake well fix Take look reflection Right eyes turns steel Theres another side Heaven This way technical paradise Find side When walls fall Love automatic pleasure Virtual reality Terminal hate Its calculation Send child connection Take look toys around Right eyes The toys real Midnight confessions Never heal soul What believe fantasy Your past future Left behind Lost time Will surrender Waiting revolution Program brain Not heartbeat Deliver evil Deny faith Robotic hearts bleed poison world populate Virtual existence With superhuman mind The ultimate creation Destroyer mankind Termination youth For compute,heavy metal
Too much near truth say Keep til another day Let little game Delusion helps keep sane Let little toys Matchbox cars kids joys Exciting plastic ways Frozen food concrete place Your gonna insane tryin save brain Alright dont know whats happening heads torn inside People say heavy They dont know hide Take life going cheap Kill someone one weep Freedoms pay dues want soul use Your gonna insane tryin save brain,heavy metal
Fell love country girl morning sunshine She nether world bust another soul Her eyes endless flame holy lightning Desire special name made snatch soul away yeah sailed away crimson tide gone forever Left heart side break bits Her smile winter song Sabbath ending Dont sleep youll find gone image air dreams think dont know Time let She brings broken dreams fallen stars endless search Fell love country girl morning sunshine She nether world bust another soul Her eyes endless flame unholy lady Desire special name made snatch soul away Dont sail away crimson tide Dont leave heart side Her eyes endless flame Desire special name Dont ever fall love Dont give heart away never never fall love country girl,heavy metal
Dont come closer cos aint safe Just turn around walk away Ive gotta tell rules Sometimes wonder goes Behind eyes When promise broken one trusts Young ones crying heads hands When talk saving souls faithful You cant help thinking youve got blood Hands From cross thorns Tongues fire always talking wasted words Ring ears Were still waiting losing patience Will lies years Ive got tell rules Sometimes wonder What goes behind eyes When promise broken one trusts Young ones crying heads hands When talk saving souls faithful You cant help thinking youve got blood Hands From cross thorns gave yesterdays want today hands death take daily bread Now choke words Spoke fade away Look youve done cross thorns Take away cross thorns look youve Done Its cross thorns cross thorns When promise broken one trusts Youve got blood hands cross Thorns,heavy metal
Midnight something dont feel right Its much far away home Hard life living hard life cant resist falling danger zone All day long pushed shoved cant get enough danger zone Red light dont stop red light You know always trouble Lonely ever lonely Ive got much time heading danger zone All day long pushed shoved cant get enough danger zone eager eager please cant stand Its got knees Aint gonna feel hurt Aint gonna feel pain got nothin left lose aint got shame Dont try stop Just leave gonna live die danger zone living danger zone danger zone Hard life living hard life gonna take chance danger zone Lonely ever lonely gonna live die danger Midnight cant wait midnight Help falling danger zone,heavy metal
childhood innocence drowned tears The demons fought feeding fears The poisoned secrets life stand revealed The truth destroys longer concealed Dear father forsaken knew silence violence left life ruin Yeah ruin yeah You preyed upon flesh prayed soul Belief betrayed lust faith stole Indoctrination twisted desire The catechism evil messiah Dear father forgive know silence violence leave life ruin Yeah ruin yeah Preacher theocracy hiding hypocrisy Under false sanctity holy phoney empathy You taken life Now turn die Can sleep night close eyes think pain lies deny youre responsible For victims sins devised What gonna tell ask well conscience pure heart There exemption seek redemption For lives youve torn apart Your molestations cross defiled man holy despised reviled You took possession confessing sins And face whatever death brings yeah Dear father forsaken knew silence violence left life ruin yeah ruin yeah yeah yeah ruin yeah,heavy metal
Silence mocking dawn new day Devil Daughter way The Evil nature collects eyes With theres fear dawn bringing light Baptised fire wild tamed Shes hot evil ready take man Let one put asunder power pain master hell riding Devil Daughter pleasure pain Devil Daughter end thousand times youll hear wind name hell sinners never sinned But Satan never listens words send Drenching soil blood end Devil Daughter Hes got power shes got pain Devil Daughter Shell break woman take man Devil Daughter Hand hand reper,heavy metal
The Devil Cried One fine day Hell The master told story Someone lied well sent back Glory There whispers screams That deed done Even sinners must dream And one make Devil cry win game things come together know sounds quite strange wont smart clever Its law side Just kill lets run And many tried know Ill one make Devil cry last time come must give pleasure one One chance burn forever told pain And life Ive smiled laughter came Then told love Devil cried Tears eyes Eyes fire And Devil cried,heavy metal
Yell wind though wind wont help fly Your backs wall Then chain sun tears away breaks run You run run Behind smile theres danger promise told Youll never get old Lifes fantasy locked away still think youre free Youre free free live today Tomorrow never comes Die young Die young die young Cant see writing wall Die young gonna die young Someone stopped pain Goto wind though wind wont help fly Your backs wall Then chase sun tears away breaks run You run run live today Tomorrow never comes Die young young Die young die young Die young die young young Die young die young die young die young die young,heavy metal
The neon lights shining walk lonely streets search friend need lady help get night could find one everything would alright The sleepy city dreaming nigh time away Out street watch tomorrow becoming today see manhes got take away women sale Yes sale Guess thats answer cause take away women dont fail dirty womenthey dont mess around dirty womenthey dont mess around Youve got coming Youve got going around dirty women They dont mess around Walking streets wonder ever happen Gotta good everything could score tonight end happy woman sale gonna help save day,heavy metal
