song,genre
Looking something The fact dont think would mean The first half love newspaper And way want boycott best way replaced replaced want see friends able many things make love hard dont think get told court replaced replaced want see friends able many things make love hard dont think get told court Feel better chance Feel better chance Feel better chance Instead take first half Under pressure Whoever get result bestselling Great room long day ahead section replaced replaced want see friends able many things make love hard dont think get told court replaced replaced want see friends able many things make love hard dont think get told court Feel better chance Feel better chance Feel better chance Whoever get result bestselling Great room long day ahead section replaced replaced want see friends able many things make love hard dont think get told court replaced replaced want see friends able many things make love hard dont think get told court Feel better chance Feel,soul
darkness heart shadow face From deepest part regret hear words wish said dawning day cant wait see light Make memories head They help fill emptiness youve left cant drown tears wont face fears need fight Youll never see baby time Let wait take know Ill survive Youll never see,soul
Wait see heart sleeve Its days end Its waiting open Yours baby come trying tell like hear words roll mouth finally Say always Thats made feel way youve never felt And need never want Then youd say right things without clue But youd save best last Like one You know youre temporary fix This rooted dont mean much filler space happened free How dare think youd get away trying play Why every time think Ive tried hardest turns aint enough Youre still mentioning love What supposed make want properly taking chances getting nowhere And though trying hardest back And think know things may never change still hoping one day might hear say make feel way youve never felt And need never want Then youd say right things without clue But youd save best last Like one You know youre temporary fix This rooted dont mean much filler space happened free How dare think youd get away trying play But despite truth know find hard let give Seems love things Like meaner treat eager persist heartbreak running around And finding And make feel way youve never felt And need never want And youll say right things without clue And youll one one,soul
The fish swam Out ocean And grew legs And started walking And apes climbed From trees And grew tall And started talking And stars Fell sky And tears Rolled ocean Now looking For reason You even set world Into motion cause youre Really Then stars Dont even matter Now filled top fear But Just bunch matter cause youre Really Then dont want either wanna next Black gold Black gold Black gold looked Into grey sky And see thousand eyes Staring back And around These golden beacons see nothing black feel way something Beyond dont see What feel vision validation Then life Isnt real cause youre Really Then stars Dont even matter Now filled top fear But Just bunch matter cause youre Really Then dont want either wanna next Black gold Black gold Black gold,soul
Ive made mind Dont need think wrong right Dont need look This aint lust know love tell world Ill never say enough Cause said And thats exactly need love Should give keep chasing pavements Even leads nowhere would waste Even knew place leave Should give keep chasing pavements Even leads nowhere build And fly around circles Waiting heart drops And back begins tingle Finally could Should give keep chasing pavements Even leads nowhere would waste Even knew place leave Should give keep chasing pavements Even leads nowhere yeah Should give keep chasing pavements Even leads nowhere would waste Even knew place leave Should give keep chasing pavements Should keep chasing pavements Should give keep chasing pavements Even leads nowhere would waste Even knew place leave Should give keep chasing pavements Even leads nowhere,soul
You say head And things think dont make sense Dont coy Dont turn round like fault See see look eyes The one shoots every time You grace cold shoulder Whenever look wish You shower words made knives Whenever look wish These days see You make look like seethrough tell waste time When heart aint youre satisfied You know know feel starting find feeling way When grace cold shoulder Whenever look wish You shower words made knives Whenever look wish Time time play role fool Even daylight think Try look things hear eyes never find Though know play You grace cold shoulder Whenever look wish You shower words made knives Whenever look wish You grace cold shoulder Whenever look wish You shower words made knives Whenever look wish,soul
When see You left goodbye single word said final kiss seal anything idea state know fickle heart bitterness And wandering eye heaviness head But dont remember dont remember The reason loved Baby please remember When last time thought completely erased memories often think went wrong The less know But know fickle heart bitterness And wandering eye heaviness head But dont remember dont remember The reason loved Baby please remember gave space could breathe kept distance would free hope find missing piece bring back Why dont remember dont remember The reason loved Baby please remember When see,soul
insane brain Youre ready get caught Feel pain rushing vain Dont piss pretentious ostentatious Other words spring head Emolicious shoot posses spine And want respect And none Youre control nobody around help Help help This time youre Running back mommy hoping shes home But shes youre shall Call fiasco call fiasco Hustle mind testify remain oblivious Wanna try testify hope happiness best success Doesnt mean youre Hollywood Feel blessed impressed glamour think could And want respect And none Youre control nobody around help Help help This time youre Running back mommy hoping shes home But shes youre shall Call fiasco call fiasco Fiasco fiasco calling calling calling fiasco calling calling calling fiasco calling calling calling fiasco,soul
little say much time Despite empty mouth words mind Please wear face one smile Because lighten heart start cry Forgive first love tired need get away feel Try understand dont get close change mind Please wipe look eyes bribing doubt Simply tiring This love dried stayed behind And stay Ill alive Then choke words always hide Excuse first love need taste kiss someone new Forgive first love tired bored say least lack desire Forgive first love forgive first love forgive first love Forgive first love forgive forgive first love forgive first love,soul
What keep together love strong like dying Then fight hard end crying Who cant let Why dont let peace live give chance Live largeness love You fill ecstasy You leave craving When end Ive enough looking upptown need babe needs mothers caress Your heart like act theft Without heart left bereft Give need boy For eternity mine Ill battle Belongs What troubles caused deserve There one Will love like Cho,soul
Some say Ill better without They dont know like least far thought knew cant bear time drags lose mind Reminded things find know clothes left behind Wake wake done wont rise battles dignity become undone But wont cant aint love willing take risk wont cant aint love willing take risk petrified scared step right What lose heart fail declined wont forgive gave trying heard voice today didnt know single word said Not one resemblance man met Just vacant broken boy instead But wont cant aint love willing take risk wont cant aint love willing take risk There times well try give Bursting seams doubt almost fall apart burn pieces watch turn dust But nothing never taint wont cant aint love willing take risk wont cant aint love willing take risk Will still remember Will still love even hes free back place choose poison When spoke yesterday said hold breath sit wait Ill home soon wont late wont cant aint love Hes willing take risk wont cant aint love willing take risk Cause wont cant aint love Were willing take risk wont cant aint love willing take risk,soul
This story went met someone accident blew away blew away darkest days When took sorrow took pain And buried away buried away wish could lay beside When day done And wake face morning sun But like everything Ive ever known You disappear one day spend whole life hiding heart away Drop train station Put kiss top head Watch wave Watched wave Then went home skyscrapers Neon lights waiting papers That call home call home wish could lay beside When day done And wake face morning sun But like everything Ive ever known You disappear one day spend whole life hiding heart away woke feeling heavy hearted going back started The morning rain morning rain Although wish That old road brought calling home Its calling home wish could lay beside When day done And wake face morning sun But like everything Ive ever known You disappear one day spend whole life hiding heart away And spend whole life hiding heart away,soul
Ive walking way Missing cracks pavement And turning heel strutting feet anything dear anyone could call thank please Madam aint lost wandering Round hometown Memories fresh Round hometown Ooh people Ive met Are wonders world Are wonders world Are wonders world Are wonders like city air thick opaque love see everybody short skirts shorts shades like city two worlds collide You get people government Everybody taking different sides Shows aint gonna stand shit Shows united Shows aint gonna take Shows aint gonna stand shit Shows united Round hometown Memories fresh Round hometown Ooh people Ive met yea Are wonders world Are wonders world Are wonders world Are wonders world world yeah world world yeah,soul
Youve mind grow fonder every day Lose time Just thinking face But God knows Why taken long let doubts Youre one want dont know scared Ive Every feeling Every word Ive imagined You never know never try forgive past And simply mine dare let Your one promise worthy hold arms come give chance prove one Walk mile Until end starts Ive mind You hang every word say Lose time mention name Will ever know How feels hold close And tell Which ever road choose dont know scared Ive Every feeling Every word Ive imagined You never know never try forgive past And simply mine dare let Your one promise worthy hold arms come give chance prove one Walk mile Until end starts know aint easy Giving heart know aint easy Giving heart Nobodys perfect Just trust Ive earned dare let Your one promise worthy hold arms come give chance prove one Walked mile Until end starts Come give chance prove one Walk mile Until end starts,soul
thought told hed home soon Couldnt help youre good true fall short time Every time aint You charm creep closer Closer near Like fool fire fall pride Like bomb explosion Ticking call Youre wiser one disguised greed And child belongs knees But found boy love Than ever stand beside river cried And lay Look want dont need thought crumble knees first sight crawling back whisper leave man Cause swear time stand wont stand Cause found boy love Than ever stand beside river cried And lay Look want dont need aint taking You must mistaken could never look eyes settle wrong And ignore right When found boy loves Than ever stand beside river cried And lay Look want dont need,soul
Never woulda hitch hiked Birmingham hadnt love Never woulda caught train Louisian hadnt love Never woulda run blindin rain Without one dollar name hadnt hadnt love Never woulda seen trouble hadnt love Woulda gone like wayward wind hadnt love Nobody knows better wouldnt wishing free hadnt hadnt love Four cold walls least know shes lying still Four cold walls without paroll Lord mercy soul Never woulda gone side town hadnt love Never woulda took mind track hadnt love Never woulda loaded forty four Put behind jail house door hadnt hadnt love Four cold walls least know shes lying still Four cold walls without parole Lord mercy soul Never woulda hitch hiked Birmingham hadnt love Never woulda caught train Louisian hadnt love Never woulda loaded forty four Put behind jail house door hadnt hadnt love hadnt hadnt love hadnt hadnt love,soul
Hold closer one time Say love last goodbye Please forgive sins Yes swam dirty waters But pushed Ive seen face every sky Over every border every line You know heart greatest But time And miles The heavens cried know left speechless But sky cleared blue And see future Ill waiting youre ready love Ill put hands Ill everything different Ill better Ill waiting youre ready love Ill put hands Ill somebody different Ill better Let stay one night Build world around And pull light tell wrong child willing learn But time And miles The heavens cried know left speechless But sky cleared blue And see future Ill waiting youre ready love Ill put hands Ill everything different Ill better Ill waiting youre ready love Ill put hands Ill somebody different Ill better Time Miles Heavens cried know left speechless Time Miles Heavens cried know left speechless know left speechless Ill waiting Ill waiting youre ready love Ill put hands Ill everything different Ill better Ill waiting youre ready love Ill put hands Ill somebody different Ill better,soul
Last night said baby feel turned When feel left turned around baby dont care know sure walking Out door Well Ive town For fifteen Ehole minutes baby feel And dont know keep walking miles But people They dont understand girlfriends They cant understand Your grandsons They wont understand top aint ever Gonna understand Last night said baby Dont feel turned When feel left turned around baby gonna alright great big lie Cuz left night Yeah people They dont understand girlfriends They dont understand spaceships They wont understand And aint ever Gonna understand Last night said baby feel She turned When feel left turned around little girl dont care know sure walking Out door yeah,soul
would never lie unless tell Every part words hold And hold wont let Dont ever say love opened heart gonna standing The words dont come right youre right front Help baby wont turn lights Lay Lay Lay Lay Lay Lay would never break rules unless tell You read mind truth lies Lie beside wont let Dont ever say love opened heart gonna standing The words dont come right youre right front Help baby wont turn lights Lay Lay Lay Lay Lay Lay Lay Lay Lay Lay Words dont come right youre right front Help baby wont turn lights Lay Lay Lay Lay Lay Lay,soul
Take eyes leave far ashamed watching This never ending But cant stay time cause dont love anymore Please stay Dont come closer Dont try change mind cruel kind cant love dark feels like oceans apart There much space Maybe already defeated Ahyeahyeahyeahyeahyeahyeah every things changing You given something cant live without You mustnt underestimate doubt But dont want carry like everything fine The longer ignore fight Please dont fall apart cant face breaking heart trying brave Stop asking stay cant love dark feels like oceans apart There much space Maybe already defeated Ahyeahyeahyeahyeahyeahyeah everything changing Were ones dont regret thing Every word Ive said You know Ill always mean world That life But want live And survive Thats cant love dark feels like oceans apart There much space Maybe already defeated Ahyeahyeahyeahyeahyeahyeah everything changed And IIIII dont think save,soul
Whenever alone You make feel like home Whenever alone You make feel like whole Whenever alone You make feel like young Whenever alone You make feel like fun However far away always love However long stay always love Whatever words say always love always love Whenever alone You make feel like free Whenever alone You make feel like clean However far away always love However long stay always love Whatever words say always love always love However far away always love However long stay always love Whatever words say always love always love always love Cause love,soul
When rain blowing face And whole world case could offer warm embrace make feel love When evening shadows And stars appear And one dry tears could hold For million years make feel love know Havent made Your mind yet But would never wrong Ive known From moment That met doubt mind Where belong hungry black blue crawling Down avenue theres nothing That wouldnt make feel love The storms raging rolling sea And highway regret Though winds change Are throwing wild free You aint seen nothing Like yet could make happy Make dreams come true Nothing wouldnt ends Earth make feel love,soul
ahead ahead And smash floor Take whatevers left And take door See cry See shed single sorry tear cant say That great fact wasted year Everybody sees everyone agrees That wrong And way long Take comes And thankful done Theres many ways act And theres many shades black Theres many shades black Theres many shades black Yeah Yeah Let Lett Say whats mind You kick scream And shout say things That unkind Yeah See care And see stand firm fall Cause back mind And tip tongue answer Everybody sees everyone agrees That wrong And way long Take comes And thankful done Theres many ways act And theres many shades black Theres many shades black Yeah Theres many shades black Yeah Everybody sees everyone agrees That wrong And way long Baby take comes And thankful done Theres many ways act And cannot take back You cannot take back Cause theres many shades black You many shades black You many You many You many shades black Cause theres many shades black Theres many shades black Theres many shades black Theres many shades black Yeah,soul
wanted fun Learning fly learning run let heart decide way When young Deep must always known That would inevitable earn stripes pay And bare soul know one Who regrets things theyve done Sometimes feel Who cant stand reflection see wish could live little Look sky floor feel like life flashing And watch cry miss air miss friends miss mother miss Life party thrown But million years ago When walk around streets Where grew found feet They cant look eye Its like scared tried think things say Like joke memory But dont recognize light day know one Who regrets things theyve done Sometimes feel Who never became thought theyd wish could live little Look sky floor feel like life flashing And watch cry miss air miss friends miss mother miss Life party thrown But million years ago Million Years Ago,soul
You said stubborn never give think youre stubborn cept youre always softening You say selfish agree think youre giving way much fact say weve known year You say Ive known longer dear You like close like alone like sit chairs prefer floor Walking Think well never match But thought knew somehow know Ive never known never Youre first make whenever argue dont know didnt know Youre provocative conservative Youre adventurous cautious combining You think would But Favoritism aint thing situation Ill glad Favoritism aint thing situation Ill glad make exception You said stubborn never give think youre stubborn cept youre always softening You say selfish agree think youre giving way much fact say weve known one year You say Ive known longer dear You like close like alone like sit chairs prefer floor Walking Think well never match,soul
know sometimes youre scared light But ever know never try Theres something new inside heart And grabs like child whenever apart see face every sky find less look find lets back back star You know never gonna leave Youre one want Lets back back star You know never gonna leave Youre one want You know sometimes scared dark But feeling sun babe arms You said name dead glory You hold alright When short falling lets back back star You know never gonna leave Youre one want Lets back back star You know never gonna leave Youre one want There times When well try give Bursting seems doubt almost fall apart burn pieces And well watch turn dust But without nothing easy enough lets back back star You know never gonna leave Youre one want Lets back back star You know never gonna leave cause youre one want yeah Youre one Never gonna leave never gonna leave,soul
Dont ask What know true Dont tell love precious heart standing You Two worlds collided And could never tear apart could live For thousand years But hurt make wine tears told That could fly Cause wings But dont know standing You Two worlds collided And could never ever tear apart,soul
Never girl used cry Didnt show emotions dont know Didnt wanna feel pain inside guess But years keep going You came along changed mind leave past behind let find Supposed stay beside You supposed guide Through ups downs You always gonna around end still think could Cause good And Ill tell hurts cause sober But wanna drunk forget And stupid things love pulled Even Ive much still feel touch Maybe means drunk enough gonna get another drink Whenever start think Cause really dont want But sometimes dreams come And get place see kitchen stop wishing thing dont need dont really wanna see youAnd dont want see You would think crazy You might think wanna close But rather wanna drink Whisky And maybe little sip wine Cause right thing makes forget mine But right sober But wanna drunk forget And stupid things love pulled Even Ive much still feel touch Maybe means drunk enough still think could Cause good Cause sober But wanna drunk forget And stupid things love pulled Even Ive much still feel touch Maybe means drunk enough But wanna drunk forget And stupid things love pulled Even Ive much still feel touch Maybe means drunk enough,soul
Youve mind grow fonder every day Lose time Just thinking face God knows taken long let doubts Youre one want dont know scared Ive Every feeling every word Ive imagined Youll never know never try forget past simply mine dare let one promise worthy hold arms come give chance prove one walk mile Until end starts Ive mind You hang every word say Lose time mention name Will ever know feels hold close And tell Whichever road choose youll dont know scared Cause Ive Every feeling every word Ive imagined Youll never know never try forget past simply mine dare let one promise worthy hold arms come give chance prove one walk mile Until end starts know aint easy giving heart know aint easy giving heart Nobodys perfect Trust Ive learned Nobodys perfect Trust Ive learned Nobodys perfect Trust Ive learned Nobodys perfect Trust Ive learned dare let one promise worthy hold arms come give chance prove one walk mile Until end starts Come give chance prove one walk mile Until end starts,soul
remember things thought wanted desperate find way world finally breathe Right eyes saw heart came life This aint easy meant Every story scars But pain cuts deep When night keeps sleeping Just look see That remedy When world seems cruel And heart makes feel like fool promise see That remedy Ohhh ohhh river wide deep swim Come whatever Ill shelter wont let rain come Your love truth And always love Love love But pain cuts deep When night keeps sleeping Just look see That remedy When world seems cruel And heart makes feel like fool promise see That remedy Ohhh ohhh,soul
Who wants right rain Its better something wrong You get excitement bones And everything dos game When night comes youre You say chose alone Who wants right rain Its harder youre top Cause hard work dont pay And tired aint room bed far concerned wipe dirty smile wont making Ive cried heart And Ive enough love Who wants riding high When youll crumble back You give everything And even dont get far They make believe everything exactly seems But least youre worst You know feel things Cause hard work dont pay And tired aint room bed far concerned wipe dirty smile wont making Ive cried heart And Ive enough love ahead still heart make cry Cause never hurt much right And one blame But give endless game Cause wants right rain Its better something wrong get excitement bones Even though everythings strain When night comes You know chose alone Who wants right rain Its harder youre top Cause hard work dont pay And tired aint room bed far concerned wipe dirty smile wont making Ive cried heart And Ive enough love room bed far concerned wipe dirty smile wont making Ive cried heart And Ive enough love,soul
Everybody tells bout time moved And need learn lighten learn young But heart valley shallow man made scared death let youll see fake Sometimes feel lonely arms touch But know thats cause nothing ever enough When child grew River Lea There something water somethings cant back reeds growing fingertips cant back river But roots veins Its blood stain every heart use heal pain But roots veins Its blood stain every heart use heal pain blame River Lea River Lea River Lea Yeah blame River Lea River Lea River Lea probably tell way late That never meant hurt lie straight face Consider apology know years advance But rather say case never get chance cant back reeds growing fingertips cant back river But roots veins Its blood stain every heart use heal pain Its roots veins Its blood stain every heart use heal pain blame River Lea River Lea River Lea Yeah blame River Lea River Lea River Lea blame River Lea River Lea River Lea Yeah blame River Lea River Lea River Lea River Lea River Lea River Lea River Lea River Lea River Lea River Lea River Lea The River LeaLeaLeaLea The River LeaLeaLeaLea The River LeaLeaLeaLea The River LeaLeaLeaLea,soul
Theres fire starting heart Reaching fever pitch bringing dark Finally see crystal clear head sell Ill lay ship bare See leave every piece Dont underestimate things Theres fire starting heart Reaching fever pitch bringing dark The scars love remind They keep thinking almost The scars love leave breathless cant help feeling could Rolling deep You heart inside hand And played beat Baby story told But Ive heard one gonna make head burn Think depths despair Making home cause mine sure wont shared The scars love remind They keep thinking almost The scars love leave breathless cant help feeling could Rolling deep You heart inside hand And played beat couldve Rolling deep You heart inside hand But played beating Throw soul every open door Count blessings find look Turned sorrow treasured gold You pay back kind reap sow couldve couldve could Rolling deep You heart inside hand And played beat couldve Rolling deep You heart inside hand But played played played played beat,soul
She aint real She aint gonna able love like She stranger You history dont remember Sure shes got But baby really want Bless soul youve got youre head clouds You made fool And boy shes bringing She made heart melt But youre cold core Now rumor aint got love anymore Rumor ooh Rumor ooh Rumor ooh Rumor ooh Rumor ooh Rumor ooh Rumor ooh Rumor ooh She half age But guessing thats reason stayed heard youve missing Youve telling people things shouldnt Like creep aint around Havent heard rumors Bless soul youve got head clouds You made fool And boy youre bringing You made heart melt yet cold core But rumor one youre leaving Rumor ooh Rumor ooh Rumor ooh Rumor ooh Rumor ooh Rumor ooh Rumor ooh Rumor ooh All words whispered ear Tell story cannot bear hear Just cause said dont mean meant People say crazy things Just cause said dont mean meant Just cause heard Rumor ooh Rumor ooh Rumor ooh Rumor ooh Rumor ooh Rumor ooh Rumor ooh Rumor ooh Rumor ooh Rumor ooh Rumor ooh Rumor ooh Rumor ooh Rumor ooh But rumor hes one leaving,soul
This none You put hands body told You told ready For big one big jump last love everlasting That told giving Ive forgiven You set free Send love new lover Treat better gotta let ghosts know aint kids Send love new lover Treat better gotta let ghosts know aint kids strong trembling You couldnt handle hot heat rising Baby still rising running walking You couldnt keep falling Mmm theres one way giving Ive forgiven You set free Send love new lover Treat better gotta let ghosts know aint kids Send love new lover Treat better gotta let ghosts know aint kids youre ready youre ready youre ready ready youre ready youre ready know aint kids aint kids giving Ive forgiven You set free Send love new lover Treat better gotta let ghosts know aint kids Send love new lover Treat better gotta let ghosts know aint kids youre ready youre ready youre ready ready Weve gotta let ghosts know aint kids youre ready youre ready youre ready ready Weve gotta let ghosts know aint kids,soul
Just guitar Okay cool This none You put hands body told Told ready For big one big jump last love everlasting Mmm told giving Ive forgiven You set free Send love new lover Treat better Weve gotta let ghosts know aint kids Send love new lover Treat better Weve gotta let ghosts know aint kids strong trembling You couldnt handle hot heat rising Mmm baby rising running walking You couldnt keep falling Mmm theres one way giving Ive forgiven You set free Send love new lover Treat better Weve gotta let ghosts know aint kids Send love new lover Treat better Weve gotta let ghosts know aint kids youre ready youre ready youre ready ready youre ready youre ready know aint kids aint kids giving Ive forgiven You set free Send love new lover Treat better Weve gotta let ghosts know aint kids Send love new lover Treat better Weve gotta let ghosts know aint kids youre ready youre ready youre ready ready Weve gotta let ghosts know aint kids youre ready youre ready youre ready ready Weve gotta let ghosts know aint kids,soul
let fall heart And fell rose claim dark Until kissed lips saved hands theyre strong But knees far weak stand arms Without falling feet But theres side That never knew never knew All things youd say They never true never true And games play You would always win always win But set fire rain Watched pour touched face Well burned cried Cause heard screaming Out name Your name When lay could stay Close eyes Feel forever You together nothing gets better Cause theres side That never knew never knew All things youd say They never true never true And games play You would always win always win But set fire rain Watched pour touched face Well burned cried Cause heard screaming name Your name set fire rain And threw flames Well felt something died Cause knew The last time last time Sometimes wake door That heart caught must waiting Even already cant help looking set fire rain Watched pour touched face Well burned cried Cause heard screaming Out name Your name set fire rain And threw flames Well felt something died Cause knew last time The last time Let burn Let burn Let burn,soul
Find girl And settle Live simple life quiet town Steady goes Steady goes steady goes Your friends shown kink single life Youve Too much think Now need wife Steady goes steady goes Well Youve found friend That knows well But matter What Youll always feel though Tripped fell steady goes When completed What thought You And bloods Depleted point stable glue Then youll get along Then youll get along Steady goes steady goes Well Youve found friend That knows well But matter What Youll always feel though Tripped fell steady goes Steady goes Settle girl Neither Sell crowd That gathered round Settle girl Neither Sell crowd That gathered round steady goes Steady goes Steady goes steady goes Steady Are steady Steady goes Are steady Steady goes Are steady Steady goes Are steady Steady goes,soul
Didnt give Tried best Gave everything everything less Didnt right Did let Maybe got used round Still walk away From tears Its gonna empty road without right But take take Dont look back crumbling fool Just take love take love Maybe leave help see Nothing better everything need really youre giving easily thought loved But take take Dont look back crumbling fool Just take love take love change must Slow bring home adjust knew Everything But take take Dont look back crumbling fool Just take take Dont look back crumbling fool Just take love Take love Take love,soul
When used say goodnight always kiss And hold tight But lately You dont seem care You close door And leave Standing honey Thats fair Thats quit movin The night date showed Two hours late And though hair Was place Somebody smeared Their lipstick face Yeah smeared Every place thats honey quit movin Oooohhhh You made want You made leave You made tumble And fall But Cant way want dont want Baby take lot Cause love Everything got Though kisses Fill got Someone else gotta know Yeah thats honey quit movin Oooohhhh You made want You made leave You made tumble And fall But Cant way want dont want Baby take lot Cause love Everything got Though kisses Fill got Someone else gotta know thats baby quit movin thats baby quit movin,soul
Hold hand cut begun And youre heat moments heart playing cold middle watching hastiness unfold eyes smiling spotlight dancing night The night Fell mind tired trying Your teasing aint enough Fed biding time When dont get nothing back And When dont get nothing back tired Whered stayed behind looked inside outside find double taking punching hard laughing smile get closer obviously prefer tired trying Your teasing aint enough Fed biding time When dont get nothing back And When dont get nothing back Boy tired trying Your teasing aint enough Fed biding time When dont get nothing back And When dont get nothing back tired Never mind said open arms couldnt help believe tricked back even though tired trying Your teasing aint enough Fed biding time When dont get nothing back And When dont get nothing back Boy tired trying Your teasing aint enough Fed biding time When dont get nothing back And When dont get nothing back tired,soul
Close enough start war All floor God knows fighting All say always say cant keep turning tables Under thumb cant breathe wont let close enough hurt wont ask desert cant give think gave Its time say goodbye turning tables turning tables Under haunted skies see Where love lost ghost found braved hundred storms leave hard try never knocked cant keep turning tables Under thumb cant breathe wont let close enough hurt wont ask desert cant give think gave Its time say goodbye turning tables Turning tables Next time Ill braver Ill savior When thunder calls Next time Ill braver Ill savior Standing two feet wont let close enough hurt wont ask desert cant give think gave Its time say goodbye turning tables turning tables Turning tables yeah Turning,soul
