song,genre
Words music Arlo Guthrie dont want pickle Just want ride motorsickle And dont want tickle Cause rather ride motorsickle And dont want die Just want ride motorcy Cle late last night day thought see Ray went saw Ray There one thing Ray could say This song time ridin motorcycle Going mountain road miles hour playin guitar one side mountain road Mountain side nothin cliff air Now youre going mountain road miles hour gotta careful especially youre playin guitar Especially guitar acoustic guitar Because acoustic guitar wind pressure greater box side neck side theres More guitar box side wasnt payin attention Luckily didnt mountain went cliff goin miles hour sideways feet time knew end looked said Wow Some Trip thought Well knew knew last Trip last remaining seconds world decided write one last farewell song world Put new ink cartridge pen Took piece paper sat back thought awhile Then started writin dont want pickle Just want ride motorsickle And dont want tickle Cause rather ride motorsickle And dont want die Just want ride motorcy Cle knew wasnt best song ever wrote didnt Have time change comin mighty fast But know fate would didnt die Landed top police car And died drove away road came town screamin miles hour playin motorcycle song came town jumped bike bike went around The corner went stand turned Itself walked friend standin eatin Pickles said whats happenin looked Eye said Nothin You gotta sing kind enthusiasm Like Squashed cop,folk
This next song going dedicate great American Organization Tonight like dedicate boys FBI Well wait minute Its hard FBI man mean first FBI man years old And reason takes least years Organization much bastard Its true You Cant join know needs atmosphere Natural bastardness grow develop take Meaningful shape todays complex society But thats want dedicate song FBI Mean job drag mean follow people around know Thats part job Follow around highway drivin road Run gasoline pull side road They Gotta pull make believe ran Know get gasoline They figure whether They stick car follow Suppose dont Come back theyre stayin car fly airplanes could fly half fare And gotta pay full fare But thing When pay full fare get airplane First know many seats left Half fare kids Right And sometimes arent seats Left sometimes doesnt mean You Suppose gets fills last seat cant Get Then gets get Whats gonna Well drag But,folk
walked streets Laredo walked Laredo one day spied poor cowboy wrapped white linen All wrapped white linen cold clay see outfit cowboy These words say proudly stepped Come sit beside hear sad story shot breast know must die Twas saddle used ridin Once saddle used gay First lead drinkin cardplaying shot breast dying today Let six jolly cowboys come carry coffin Let six pretty gals come carry pall Throw bunches roses coffin Throw roses deaden clods fall beat drum slowly play fife lowly And play dead march carry along Take green valley lay earth oer For poor cowboy know Ive done wrong beat drum slowly played fife lowly And bitterly wept carried along For loved comrade brave young handsome loved comrade although done wrong,folk
Words music Woody Guthrie This land land land land From California New York Island From redwood forest gulf stream waters This land made walking ribbon highway saw endless skyway saw golden valley This land made Ive roamed rambled Ive followed footsteps sparkling sands diamond deserts And around voice sounding This land made The sun comes shining strolling The wheat fields waving dust clouds rolling The fog lifting voice come chanting This land made walkin saw sign And sign said tress passin But side didnt say nothin Now side made squares city shadow steeple Near relief office see people And grumblin wonderin lands still made,folk
Theres gonna changin round Babe come turn Trifled last time When come home night Why always start fight Now babe want know You left motor runnin slow got got faster line Got baby thats got dough When gotta gotta Gonna leave ease This troubled mind mine Theres need talk Cause know find better place spend time Now stay late You know swingin another gate Gonna leave ease Troubled mind mine Now baby want know You left motor runnin slow got got faster line Got baby thats got sense Gonna leave ease Troubled mind mine Theres need talk Cause know find better place spend time Now stay late You know swingin another gate Gonna leave ease Troubled mind mine,folk
saw splendor moonlight Honolulu Bay Theres something tender moonlight Honolulu Bay And beaches filled peaches Who bring ukes along And glimmer moonlight They love sing song like Ukulele Lady Ukulele Lady like ayou like linger shady Ukulele Lady linger kiss Ukulele Lady While promise ever true And sees another Ukulele Lady foolin round Maybe shell sigh Maybe shell cry Maybe shell find somebody else sing cool shady Where tricky wicky wacky woo like Ukulele Lady Ukulele Lady like ayou She used sing moonlight Honolulu Bay Fond memories cling moonlight Although far away Some day going eyes glowing And lips made kiss see somebody moonlight And hear song miss,folk
Uncle Jeff played fiddle Colorado home And backed banjo didnt play alone Weve got five generations fiddle playin clan And nice hear fiddle fiddle playin man Heres another song Uncle Jeff Guthrie Written road light moon Thinkin bout fiddlin somewhere Michigan hope make back Colorado soon Well daddy fiddle laid son Sayin Son play fiddle like fiddlin folks done Well hard learn fiddle When youre fiddlin run But fiddlin fiddlin fiddlin fun,folk
Words music Arlo Guthrie Truth youve waiting long Youre ripe insane Can tentacles mind stop pain How long sit wondering Whats happening heart Cant fell love surround Thats start Ill take road little Under cover night You come stay Whatever seems right aint looking friends lovers Aint looking pot gold Had younger got old Who leave world sorrow Who die fears Kowning Ill gone tommorow Gone years Somewhere suns rising And road comes view Theres wanderer freed dying Could Who pay price freedom Learn disciplines road Many tried succeed told,folk
Words music Robb MacKay Now theres new craze agoin round Its gettin bigger every town From New York City Hollywood Got everybody neighborhood Down unemployment line You got place got mine waitin since clock struck nine Down unemployment line Now every day youve got fight horde Just read whats bulletin board When back try claim space Some sucker come stole place hope people government Tell gonna pay rent How gonna get enough eat workin man obsolete things keep goin like seem Wont long theyre And part mob Workin nine five find job,folk
Arranged adapted Arlo Guthrie ask kind friend Why sad still And brow darkened Like clouds upon hill Rein ponies closer And Ill tell tale Utah Carroll partner And last ride trail grave without headstone Without date name partner lies silent land came Long ago rode together Wed ridden side side loved like brother And wept Utah died While riding one morning And work almost done The cattle quickly started wild maddening run The bosss little daughter Who riding side Rushed stop stampede partner died Lenore upon pony Tried turn cattle right But blanket slipped beneath And caught held tight When saw red blanket Each cowboy held breath For pony fail None could save girl death When cattle saw blanket Almost dragging ground They maddened moment And charged deafening sound The girl soon saw danger And turned ponys face And bending saddle Tried blanket replace Just lost balance front wild tide Carrolls voice controlled round Lie still Lenore cried And close beside Came Utah riding fast But little poor boy know The ride would last Full often saddle caught trailing rope pick full speed Was hope swung low saddle take arm thought hed succeeded That girl safe harm But strain upon saddle Had neer put And cinches gave beneath And fell beside Lenore When girl fell saddle She dragged blanket lay close beside Where lay upon ground Utah took blanket And Lenore said Lie still quickly running Waved red thing oer head turned maddened cattle From Lenore little friend And mighty herd rushed toward turned met end And herd came His weapon quickly drew bound die defended brave cowboys The weapon flashed like lightning And sounded loud clear cattle rushed killed dropped leading steer When broke wide circle poor Utah lay With thousand wounds bruises His life blood ebbed away knelt close beside And knew oer heard faintly whisper Goodbye sweet Lenore Next morning churchyard heard preacher say Dont think kind friend Utah Was lost great day muchloved cowboy And afraid die And well meet round plains beyond sky ask kind friend Why sad still And brow darkened Like clouds upon hill Rein ponies closer And Ill tell tale Utah Carroll partner And last ride trail,folk
Words Adrian Mitchell music Arlo Guthrie Victor Jara Chile Lived like shooting star fought people Chile With songs guitar His hands gentle hands strong Victor Jara peasant worked years old sat upon fathers plow And watched earth unfold His hands gentle hands strong Now neighbors wedding one children died His mother sang night With Victor side His hands gentle hands strong grew fighter Against peoples wrongs listened grief joy And turned songs His hands gentle hands strong sang copper miners And worked land sang factory workers And knew man His hands gentle hands strong campaigned Allende Working night day sang Take hold brothers hand You know future begins today His hands gentle hands strong Then generals seized Chile They arrested Victor They caged stadium With fivethousand frightened men His hands gentle hands strong Victor stood stadium His voice brave strong And sang fellow prisoners Till guards cut short song His hands gentle hands strong They broke bones hands They beat head They tore electric shocks And shot dead His hands gentle hands strong first verse,folk
Rolling wheeling like feeling Everythings gonna carry You way going way come gone Wheel fortune turn Turn trouble West Wheels completion rolling Wait put mind rest Hey Ezekiel leave You got stay long While wheels keep turning Turn rhythm right wrong Wheel fortune turn Turn trouble West Wheels completion rolling Wait put mind rest,folk
Halfway around world tonight strange foreign land soldier packs memories leaves Afghanistan And back home dont know much Theres way tell guess For know war hell And wont victory parades For thats coming back Theyll fly midnight And unload body sacks And living walking long lonely road Because nobody seems care days When soldier makes home Theyll say wasnt easy Just another job well done government Kabul falls sounds rebel guns And faces comrades Being blown sky Leaves bitter feeling That didnt die And wont victory parades For thats coming back Theyll fly midnight And unload body sacks And living walking long lonely road Because nobody seems care days When soldier makes home Halfway around world tonight strange foreign land soldier unpacks memories That saved Vietnam Back home didnt know much There way tell guess For know war hell And wasnt big parades For made back They flew midnight And unloaded sacks And living left walking long lonely road Because nobody seemed care back When soldier made home The night coming quickly And stars way stare evening Looking words say That saw lonely soldier Just boy thats far home And saw like While upon earth roam And may big parades ever make back come home cover Through world cant keep track heroes fallen Let alone ones wont Which nobody seems care When soldier makes home,folk
Words music Jimmy Rodgers Cattle prowl coyotes howl Out Great Divide Never done wrong singin song trail ride Rattle snakes rattle prairie dogs You hear mournful tune Cause roundup time away west When cactus bloom Yodel Daylight comes cowhands yell They call every man Throw saddle old cow horse drink coffee The sun goes cattle trail And gazin moon Cause roundup time away west When cactus bloom Yodel Now dont cold weather never snows rains This sun shines best Out western plains Some boys gone away But back soon Cause roundup time away west When cactus bloom Yodel,folk
